facility_id,locality,name,facility_type,license_type,capacity,ages,business_hours,administrator,subsidy,license_id
31406,Roanoke County,Young Mens Christian Assoc of VA Blue Ridge-Cloverdale,Child Day Center,Two Year,50,4 years 10 months - 12 years 11 months,"2:00 PM - 6:00 PM, Monday - Friday",Valerie Boone,Yes,1105612
31408,Fairfax County,Jay Weszelovszky,Family Day Home,Two Year,12,Birth - 12 years 11 months,"8:00 am - 5:30pm, Monday - Friday",,No,1106197
31414,Hanover,The Montpelier Center for Arts and Education,Child Day Center,Two Year,20,2 years 6 months - 5 years 11 months,"9:15 am - 5:15 pm, Monday - Thursday",Mary Ann Stamey,No,1105615
31467,Carroll,Rooftop of Virginia CAP-Hillsville Head Start Center,Child Day Center,Two Year,40,1 month - 5 years 11 months,"7:00 AM - 5:00 PM, Monday - Friday",Ms. Jessica Edwards,Yes,1105633
31491,Fairfax County,Surisa Phumtim,Family Day Home,Two Year,12,3 months - 12 years 11 months,"7:00 am - 5:30 pm, Monday - Friday",,No,1106219
31493,Manassas City,The Gardner School of Manassas,Child Day Center,Two Year,248,1 month - 12 years 11 months,"6:30 a.m. - 6:00 p.m., Monday - Friday",Jessica Kim,Yes,1105640
31528,Chesapeake,Elizabeth River Baptist Church,Religious Exempt Child Day Center,Exempt,80,1 month - 12 years 11 months VDSS Contact: Nanette Roberts: (757) 404-2322,"6:00 am - 6:00 pm, Monday - Friday",Ms. Jill Safley,No,1104966
31530,Isle of Wight,YMCA of the Virginia Peninsulas-Westside Elementary School,Child Day Center,Two Year,75,4 years 9 months - 12 years 11 months,"6:30 AM - 3:15 PM - 8:45 AM - 6:00 PM, Monday - Friday",Caitlyn Leavens,Yes,1105653
31534,Fairfax County,Roina Mustafa,Family Day Home,One Year,12,2 months - 5 years 11 months,"6:30 AM - 5:30 PM, Monday - Friday",,No,1106235
31543,Lynchburg,Vanessa Gunter,Family Day Home,Two Year,10,3 months - 12 years 11 months,"6 AM - 10 PM, Monday - Sunday",,Yes,1106237
31545,Loudoun,Montessori of Chantilly-Casa dei Bambini,Child Day Center,Two Year,150,1 month - 12 years 11 months,"7:00 AM - 6:30 PM, Monday - Friday",Deepa Siimlot,No,1105659
31579,Goochland,Mount Gilead Baptist Church,Religious Exempt Child Day Center,Exempt,40,2 years - 6 years 11 months VDSS Contact: Lauren Bickford: (540) 280-0742,"8:30am - 12:30pm, Monday - Thursday",Glenda Hawk,No,1104969
31614,Albemarle,Faith Christian Center International,Religious Exempt Child Day Center,Exempt,120,Birth - 12 years 11 months VDSS Contact: Beth Orebaugh: (540) 847-9173,"6:30 a.m. - 6:00 p.m., Monday - Friday",Ms. Dawn Dawson,Yes,1104970
31617,Frederick,Macedonia United Methodist Church,Religious Exempt Child Day Center,Exempt,36,3 years - 5 years 11 months VDSS Contact: Amy Tomblin: (804) 629-3923,"8:45 a.m. - 12:00 p.m., Monday - Friday",Ms. Amy Basile,No,1104971
31622,Loudoun,Jamie White,Family Day Home,Three Year,12,2 years - 6 years 11 months,"8:30am - 12:30pm, Monday - Friday",,No,1106267
31652,York,Seaford Baptist Church,Religious Exempt Child Day Center,Exempt,52,3 years - 4 years 11 months VDSS Contact: Dwan Bryant: (757) 802-5281,"9:15 a.m. - 12:15 p.m., Monday - Thursday",Ms. Dee Dee Wiggins,No,1104975
31684,Fairfax County,Genet Chinklo,Family Day Home,Two Year,12,Birth - 12 years 11 months,"6:00 am - 6:00 pm, Monday - Friday",,No,1106293
31696,Augusta,Fishersville United Methodist Church,Religious Exempt Child Day Center,Exempt,130,2 years - 12 years 11 months VDSS Contact: Stephanie Reed: (540) 272-6558,"7:00 AM - 6:00 PM, Monday - Friday",Ms. Robyn Brunk,No,1104977
31700,Scott,Scott County Public School Head Start - Shoemaker #4,Child Day Center,Two Year,20,2 years 10 months - 5 years 11 months,"7:30 a.m. - 3:30 p.m., Monday - Friday",Ms. Cindy Raymond,No,1105680
31710,Fauquier,St. Stephen's Episcopal Church,Religious Exempt Child Day Center,Exempt,50,1 year 6 months - 5 years 11 months VDSS Contact: Christina Jones: (540) 340-2672,"7:30 am - 3:30 pm, Monday - Friday",Ms. Kristina Glick,No,1104983
31720,New Kent,Providence Forge Presbyterian Church,Religious Exempt Child Day Center,Exempt,35,3 years - 5 years 11 months VDSS Contact: Heather Dapper: (804) 625-2304,"9:00 a.m. - 12:30 p.m., Tuesday - Thursday",Laura Lewis Richards,No,1104984
31724,Norfolk,"Light Years Child Development Center, Inc.",Child Day Center,Two Year,48,1 month - 12 years 11 months,"6:30 am - 5:30 pm, Monday - Friday",Ms. Babbette Woodbury,Yes,1105683
31731,Loudoun,Farhana Abid,Family Day Home,One Year,12,3 months - 7 years 11 months,"7:30 am - 5:30 pm, Monday - Friday",,No,1106308
31741,Loudoun,Arcola United Methodist Church,Religious Exempt Child Day Center,Exempt,75,3 years - 5 years 11 months VDSS Contact: Derek Acosta: (703) 554-4995,"9:30am - 3:30pm, Monday - Friday",Ms. Barbara Ladany,No,1104986
31742,Fairfax County,Plymouth Haven Baptist Church,Religious Exempt Child Day Center,Exempt,75,2 years - 5 years 11 months VDSS Contact: Jessica Willis: (571) 352-1453,"9:00am - 2:30pm, Monday - Friday",Ms. Leigh Pond,No,1104987
31766,Fairfax County,Afghani Abawi,Family Day Home,Two Year,7,3 months - 12 years 11 months,"6:30 am - 5:30 pm, Monday - Friday",,No,1106322
31778,Prince William,Ms. Shreco Thompson,Family Day Home,Two Year,5,5 months - 12 years 11 months,"6:30 a.m. - 6:00 p.m., Monday - Friday",,Yes,1106331
31782,Prince William,Sandeep Kaur,Family Day Home,One Year,12,1 month - 10 years 11 months,"6:00 am - 6:00 pm, Monday - Friday",,No,1106335
31797,Norfolk,Katrina Briggs,Family Day Home,Two Year,9,Birth - 12 years,"12:00am - 11:59pm, Sunday - Saturday",,Yes,1106339
31802,Fairfax County,Rosa Garay,Family Day Home,Two Year,7,2 months - 12 years 11 months,"7:00 a.m. - 6:00 p.m., Monday - Friday",,Yes,1106340
31837,Giles,First Christian Church,Religious Exempt Child Day Center,Exempt,30,3 years - 6 years 11 months VDSS Contact: Todd Scott: (276) 608-3749,"8:00am - 3:00 pm, Monday - Friday",Kara Reed,No,1104994
31838,Roanoke City,Disciples of Christ Fellowship Ministries,Religious Exempt Child Day Center,Exempt,45,Birth - 12 years 11 months VDSS Contact: Nicole Scott: (804) 588-2372,"7:00 AM - 6:00 PM, Monday - Friday",Ms. Rena Johnson,Yes,1104995
31885,Chesterfield,The Goddard School at Walton Park,Child Day Center,Two Year,191,1 month - 12 years 11 months,"7:00 a.m. - 6:00 p.m., Monday - Friday",Sarah Wheeler,No,1105697
31913,Floyd,A W Kids Inc.,Child Day Center,Two Year,75,1 month - 12 years 11 months,"6 am - 6 pm, Monday - Friday",Ms. Amy Goff,Yes,1105702
31929,Richmond City,Ms. Cassandra Bailey,Family Day Home,Two Year,12,Birth - 12 years 11 months,"12:00am - 11:59pm, Sunday - Saturday",,Yes,1106381
31931,Virginia Beach,Courthouse Academy,Child Day Center,Two Year,294,1 month - 12 years 11 months,"7:00 AM - 6:00 PM, Monday - Friday",Ms. Julia Salmon,No,1105704
31944,Fairfax County,Elizabeth Tsamah,Family Day Home,Two Year,5,Birth - 12 years 11 months,"12:00 am - 11:59 pm, Monday - Sunday",,Yes,1106389
31952,Richmond City,Michele's Place for Children,Child Day Center,Two Year,17,1 year 6 months - 12 years 11 months,"8:00 AM - 5:00 PM, Monday - Friday",Michele Brown,No,1105706
31963,Albemarle,Ms. Mozhdeh Monjezi,Family Day Home,Two Year,12,Birth - 12 years 11 months,"8:00 a.m. - 5:00 p.m., Monday - Friday",,No,1106399
31970,Fairfax County,International Kids House,Child Day Center,Two Year,35,2 years 6 months - 12 years 11 months,"9:00am - 6:00pm, Monday - Friday",Ms. Alla Davidova,No,1105708
31978,Loudoun,Carolina Schwan,Family Day Home,Two Year,9,Birth - 12 years 11 months,"7:30 am - 5:30 pm, Monday - Friday",,No,1106408
32012,Winchester,"Victory Church, Inc. (Assemblies of God)",Religious Exempt Child Day Center,Exempt,225,1 month - 12 years 11 months VDSS Contact: Amy Tomblin: (804) 629-3923,"7:00 AM - 6:00 PM, Monday - Friday",Laura Grace,No,1105001
32013,Arlington,Full Circle Montessori School,Child Day Center,Two Year,150,1 year 3 months - 12 years 11 months,"7:30 AM - 6:30 PM, Monday - Friday",Ms Christie Yang,No,1105715
32024,Prince William,Maria Miller,Family Day Home,Two Year,5,2 months - 12 years 11 months,"6:00 a.m. - 6:00 p.m., Monday - Sunday",,Yes,1106423
32042,Fairfax County,Dilshad Begum,Family Day Home,Two Year,12,Birth - 12 years 11 months,"6:00 am - 7:00 pm, Monday - Friday",,Yes,1106429
32046,Virginia Beach,"Bullfrogs and Butterflies, Inc.",Child Day Center,Two Year,72,2 years 6 months - 12 years 11 months,"7:00 a.m. - 6:00 p.m., Monday - Friday",Ms. Ginger Aragones,No,1105724
32054,Fairfax County,Alicia Villagra,Family Day Home,Two Year,12,Birth - 5 years 11 months,"7:00 AM - 6:00 PM, Monday - Friday",,Yes,1106434
32072,Henrico,Ms. Qiana Davis,Family Day Home,Three Year,12,Birth - 12 years 11 months,"12:00 a.m. - 11:59 p.m., Monday - Sunday",,Yes,1106439
32074,Henrico,West End Assembly of God,Religious Exempt Child Day Center,Exempt,40,2 years 6 months - 5 years 11 months VDSS Contact: Cindy Horne: (804) 297-4469,"8:45 a.m. - 12:00 p.m., Monday - Friday",Ms. Gina Dalton,No,1105005
32083,Hampton,Little Tin Soldiers Educational Center,Child Day Center,Two Year,66,1 month - 12 years 11 months,"6:00am - 5:00 pm, Monday - Friday",Mr. Mark Cooper,Yes,1105728
32091,Prince William,The Merit School of Braemar (#22),Child Day Center,Two Year,190,Birth - 12 years 11 months,"6:00 a.m. - 6:00 p.m., Monday - Friday",Jennifer Martinez,Yes,1105729
32096,Prince William,Ms. Ghazala Shah,Family Day Home,One Year,12,Birth - 12 years 11 months,"6:00 am - 5:00 pm, Monday - Friday",,Yes,1106457
32108,Fairfax County,Faten Bush,Family Day Home,Two Year,12,Birth - 12 years 11 months,"7:00 AM - 6:00 PM, Monday - Friday",,No,1106462
32112,Loudoun,Learning Paths Academy at Stone Ridge (#28),Child Day Center,Two Year,195,Birth - 12 years 11 months,"6:30am - 6:00pm, Monday - Friday",Ms. Priya Kaur,Yes,1105730
32124,Fairfax City,St. Mark Coptic Orthodox Church,Religious Exempt Child Day Center,Exempt,146,2 years - 10 years 11 months VDSS Contact: Tameika King: (804) 629-7486,"7:00am - 6:00pm, Monday - Friday",Anna Yang,Yes,1105009
32134,Loudoun,Fatemeh Ranjbarkohan,Family Day Home,One Year,12,Birth - 12 years 11 months,"7:15 am - 5:30 pm, Monday - Friday",,No,1106471
32177,Roanoke City,Ms. Beverly McPherson,Family Day Home,Two Year,7,Birth - 10 years 11 months,"6:50 AM - 4:30 PM, M, T, W, Th. Closed F, and June & July",,No,1106487
32222,Prince William,Ms. Neelam Abbas,Family Day Home,Two Year,12,Birth - 12 years 11 months,"24 hours a day , Monday - Sunday",,Yes,1106503
32297,Hanover,The Day School at New Highland Baptist Church,Child Day Center,Two Year,90,2 years 6 months - 5 years 11 months,"9:00 a. m. - 01:30 p.m., Monday - Friday",Kelly Caddell,No,1105757
32306,Prince William,"Calvary Educational Ministries, Inc.",Religious Exempt Child Day Center,Exempt,80,4 years - 12 years 11 months VDSS Contact: Shawanda Henderson: (540) 216-1434,"6:30 am-8:00 am & 3:15 pm - 6:30 pm - 6:30 pm, Monday - Friday",Mr. John Wallace,No,1105015
32334,Norfolk,Barry Robinson Schools of Norfolk,Religious Exempt Child Day Center,Exempt,200,4 years - 12 years 11 months VDSS Contact: D'Nae Goodwin: (757) 404-3063,"6:30 am - 5:45 pm, Monday - Friday",Ms. Heather Perry,No,1105016
32349,Russell,Ms. Darla Martin,Family Day Home,Two Year,12,Birth - 12 years 11 months,"7:00 am - 5:30 pm, Monday - Friday",,Yes,1106538
32354,Prince William,Ms. Marcela Rodriguez-Camacho,Family Day Home,One Year,12,3 months - 12 years 11 months,"7:00 a.m. - 5:30 p.m., Monday - Friday",,Yes,1106541
32361,Arlington,Carmen Crespo,Family Day Home,Two Year,12,Birth - 12 years 11 months,"7:30 am - 5:30 pm, Monday - Friday",,No,1106547
32388,Arlington,Lina Calizaya Rocha,Family Day Home,Two Year,12,Birth - 12 years 11 months,"7:00 A.M. - 6:00 P.M., Monday - Friday",,No,1106559
32394,Fairfax County,Shazia Younis,Family Day Home,Two Year,12,Birth - 5 years 11 months,"7am - 5pm, Monday - Friday",,No,1106563
32427,Prince William,Ms. Sandra Eguez,Family Day Home,Two Year,12,2 months - 12 years 11 months,"7:00 a.m. - 5:00 p.m., Monday - Friday",,No,1106574
32442,Fairfax County,Idalia Vigil Gomez,Family Day Home,Two Year,12,1 month - 12 years 11 months,"5:00 AM - 11:00 PM, Monday - Saturday",,Yes,1106579
32452,Fairfax County,Azeb Idris,Family Day Home,Two Year,12,3 months - 5 years 11 months,"7:00am - 5:00pm, Monday - Friday",,No,1106583
32459,Louisa,Bethany Christian Church,Religious Exempt Child Day Center,Exempt,34,3 years - 12 years 11 months VDSS Contact: Kelly Adriazola: (804) 840-8245,"7:00 a.m. - 5:30 p.m., Monday - Friday",Ms. Amanda Jernigan,No,1105022
32464,Montgomery,"Children's Academic Center, Inc",Child Day Center,Two Year,100,Birth - 12 years 11 months,"6:00am - 5:30pm, Monday - Friday",Mrs. Darlene Mcguire,Yes,1105781
32479,Fairfax County,Cintia Alvarado,Family Day Home,Two Year,12,2 months - 12 years 11 months,"7:00am - 6:00pm, Monday - Friday",,Yes,1106590
32486,Newport News,Denbigh Baptist Church,Religious Exempt Child Day Center,Exempt,47,2 years 6 months - 12 years 11 months VDSS Contact: Tiffany Jones: (757) 403-3045,"6:30 a.m. - 6:00 p.m., Monday - Friday",Ms. Debbie Drivas,No,1105025
32531,Fairfax County,Floris United Methodist Church Preschool,Child Day Center,Two Year,176,2 years - 5 years 11 months,"9am - 1pm, Monday - Friday",Ms. Debbie Lawler,No,1105797
32532,Spotsylvania,Ms. Rhonda Washington,Family Day Home,Two Year,12,Birth - 12 years 11 months,"6:00 a.m. - 5:30 p.m., Monday - Friday",,Yes,1106607
32541,Sussex,"Tidewater Academy, Inc.",Child Day Center,Two Year,40,2 years 6 months - 12 years 11 months,"7:30 a.m. - 3:30 p.m., Monday - Friday",Ms. Tina Price,No,1105798
32545,Norfolk,McDonald Montessori School,Child Day Center,Two Year,125,2 years 6 months - 10 years,"7:30am - 5:00 pm, Monday - Friday",Ms. Ellen E. Mcdonald,No,1105799
32549,Fairfax County,Fabiola Calderon de Canedo,Family Day Home,Two Year,12,2 months - 10 years 11 months,"7:30a.m. - 5:30p.m., Monday - Friday",,Yes,1106612
32593,Carroll,Little Treasures Learning Center,Child Day Center,Two Year,80,Birth - 12 years 11 months,"6:30 am - 5:30 pm, Monday - Friday",Ms. Peggy Carson,No,1105804
32598,Fairfax County,Rosa Avellaneda,Family Day Home,Two Year,12,2 months - 12 years 11 months,"7:30am - 5:30pm, Monday - Friday",,No,1106629
32601,Loudoun,Winwood Children's Center- 856,Child Day Center,Two Year,192,1 month - 12 years 11 months,"7:00am - 6:00pm, Monday - Friday",Nicky Klein,Yes,1105805
32607,Spotsylvania,Ms. Verlene Hall,Family Day Home,Two Year,5,Birth - 5 years 11 months,"6:00 a.m. - 6:00 p.m., Monday - Friday",,No,1106633
32631,Albemarle,The Frost Montessori School of Albemarle,Child Day Center,Two Year,99,1 year 10 months - 6 years 11 months,"8:00 a.m. - 5:30 p.m., Monday - Friday",Ms. Kedra Hauser,No,1105810
32633,Roanoke City,Marlene Campbell,Family Day Home,Two Year,12,1 month - 12 years 11 months,"7 AM - 6 PM, Monday - Friday",,Yes,1106642
32634,Loudoun,The Children's Learning Laboratory,Child Day Center,Two Year,79,1 month - 12 years 11 months,"7:30 a.m. - 6:30 p.m., Monday - Friday",Ms. Jasmine Mccutchen,No,1105811
32641,Warren,First Baptist Church of Front Royal,Religious Exempt Child Day Center,Exempt,81,1 month - 12 years 11 months VDSS Contact: Stephanie Reed: (540) 272-6558,"06:00 a.m. - 06:00 p.m., Monday - Friday",Ms. Shelley Scott,Yes,1105033
32654,Stafford,YMCA SACC At Margaret Brent Elementary School,Child Day Center,Two Year,100,5 years - 12 years 11 months,"6:00 am - 6:30 pm, Monday - Friday",Dottie Rhodes,Yes,1105815
32655,Stafford,YMCA SAC At Widewater Elem School,Child Day Center,Two Year,100,5 years - 12 years 11 months,"6:00 a.m. - 6:30 p.m., Monday - Friday",Virginia Murphy,Yes,1105816
32656,Stafford,YMCA SACC at Winding Creek Elem School,Child Day Center,Two Year,100,5 years - 12 years 11 months,"6:00pm - 6:30pm, Monday - Friday",Dottie Rhodes,Yes,1105817
32658,Stafford,YMCA SACC At Rocky Run Elementary School,Child Day Center,Two Year,75,5 years - 12 years 11 months,"6:00 a.m - 6:30 p.m., Monday - Friday",Dottie Rhodes,Yes,1105819
32677,Loudoun,All Dulles Area Muslim Society (ADAMS),Religious Exempt Child Day Center,Exempt,210,3 years - 12 years 11 months VDSS Contact: Margaret Allworth: (703) 209-3521,"8:00 am - 5:00 pm, Monday - Thursday",MR Sanober Yacoob,No,1105038
32695,Hanover,The Learning Connection Child Development Center,Child Day Center,Two Year,279,1 month - 12 years 11 months,"6:30am - 6:00pm, Monday - Friday",Marcie Sovick,No,1105822
32713,Danville,Ms. Michelle Borst,Family Day Home,Two Year,5,Birth - 12 years 11 months,"8:00 am - 12:00 am, Monday - Sunday",,Yes,1106668
32733,Richmond City,New Birth Fellowship Ministries,Religious Exempt Child Day Center,Exempt,78,1 month - 12 years 11 months VDSS Contact: Sharon Curlee: (804) 840-8312,"7:00am - 5:00pm, Monday - Friday","Mr. Ralland Robinson, Jr.",Yes,1105042
32738,Petersburg,Rosemary Kates,Family Day Home,Two Year,4,Birth - 12 years 11 months,"6:00 am - 5:30 pm, Monday - Sunday",,Yes,1106675
32745,Henrico,Primrose School at Westerre Commons,Child Day Center,Two Year,269,1 month - 12 years 11 months,"7:00 A.M. - 6:30 P.M., Monday - Friday",Heather Moore,No,1105825
32749,Newport News,"Stepping Stones Child Development Center, LLC",Child Day Center,Two Year,140,Birth - 12 years 11 months,"5:30am - 12:00am, Monday - Friday",Ms. Barbara Leggett,Yes,1105826
32755,Portsmouth,Small Voices' Academy,Child Day Center,Two Year,70,1 month - 12 years 11 months,"7:00 a.m. - 5:30 p.m., Monday - Friday",Shirley Knowles,Yes,1105830
32765,Harrisonburg,Woodland Montessori School,Child Day Center,Two Year,60,1 year 6 months - 7 years 11 months,"8:00 a.m. - 5:30p.m., Monday - Friday",Ms. Jacqueline Morales-Shifflett,No,1105833
32770,Virginia Beach,Courthouse Christian Preschool,Child Day Center,Two Year,150,2 years - 12 years 11 months,"7:00 AM - 5:30 PM, Monday - Friday",Donna Spear,No,1105834
32780,King William,"Creative Critters, Inc.",Child Day Center,Two Year,56,1 month - 12 years 11 months,"7:00 a.m. - 6:00 p.m., Monday - Friday",Kathlyn M. Gray,Yes,1105835
32781,Dinwiddie,Angels at Play Childcare Center,Child Day Center,Two Year,147,1 year 4 months - 12 years 11 months,"6:00am - 6:00pm, Monday - Friday",Dianne H. Jones,Yes,1105836
32811,Chesterfield,"The Noble Academy, Inc.",Child Day Center,Two Year,75,6 months - 12 years 11 months,"6:30am - 6:00pm, Monday - Friday",William Noble,Yes,1105838
32825,Fauquier,Warrenton Church of Christ,Religious Exempt Child Day Center,Exempt,55,2 years - 12 years 11 months VDSS Contact: Shawanda Henderson: (540) 216-1434,"7:00 am - 5:30 pm, Monday - Thursday",Amie Hoagland,Yes,1105048
32827,Chesterfield,Bethel Baptist Church,Religious Exempt Child Day Center,Exempt,50,1 year 6 months - 5 years 11 months VDSS Contact: Sydney Emory: (804) 807-3277,"9:00am - 2:00pm, Monday - Thursday",Ms. Heather Kerns,No,1105049
32833,Botetourt,Young Men's Christian Assoc of VA's Blue Ridge-Greenfield Elem,Child Day Center,Two Year,75,3 years - 12 years 11 months,"7:00 AM - 6:00 PM, Monday - Friday",Valerie Boone,Yes,1105846
32843,Fairfax County,Epiphany Lutheran Church of Mount Vernon,Religious Exempt Child Day Center,Exempt,60,3 years - 5 years 11 months VDSS Contact: Kara Vaughan: (703) 537-6241,"9:00am - 4:00pm, Monday - Friday",Ms. Nan L. Markman,No,1105050
32860,Fairfax County,New Building Blocks PreSchool,Child Day Center,Two Year,77,1 year 5 months - 7 years 11 months,"7:30am - 6:00pm, Monday - Friday",Ms. Mabel Espinoza,Yes,1105860
32861,Harrisonburg,Vicki Lucas,Family Day Home,Two Year,12,2 years - 11 years 11 months,"7:30 a.m. - 4:30 p.m., Monday - Friday",,No,1106713
32877,Fairfax County,Giovanna Valdez,Family Day Home,Two Year,12,2 months - 12 years 11 months,"7:30 am - 5:30 pm, Monday - Friday",,Yes,1106716
32884,Henrico,Christ Church Episcopal,Religious Exempt Child Day Center,Exempt,112,1 year 8 months - 6 years 4 months VDSS Contact: Tara Barton: (804) 381-8487,"9:00am - 1:30pm, Monday - Friday",Ms. Emily Mckinney,No,1105051
32907,Prince William,Old Bridge United Methodist Church,Religious Exempt Child Day Center,Exempt,99,1 month - 12 years 11 months VDSS Contact: Beth Velke: (804) 629-8302,"7:00 am - 6:00 pm, Monday - Friday",Amanda Santistevan,No,1105054
32908,Prince William,Joseph Storehouse Ministries,Religious Exempt Child Day Center,Exempt,79,Birth - 12 years 11 months VDSS Contact: Morgan Bryson: (540) 270-0057,"6:00 am - 6:00 pm, Monday - Friday",Angela Clark,Yes,1105055
32918,Albemarle,Commonwealth Christian Community,Religious Exempt Child Day Center,Exempt,35,5 years - 12 years 11 months VDSS Contact: Julie Kunowsky: (540) 430-9256,"7:00am - 6:00pm, Monday - Friday",Ms. Annie Hollifield,No,1105056
32930,Chesapeake,Oak Grove United Methodist Church,Religious Exempt Child Day Center,Exempt,120,2 years - 8 years 11 months VDSS Contact: Arlene Agustin: (804) 629-7519,"8:30 am - 3:00 pm, Monday - Friday",Michele Bright,No,1105058
32931,Chesapeake,Deep Creek Baptist Church,Religious Exempt Child Day Center,Exempt,220,2 years 6 months - 12 years VDSS Contact: Trisha Brown: (757) 404-2601,"6:30 am - 6:00 pm, Monday - Friday",Ms. Clarissa M Sullivan,No,"1105059 No inspection information available online Disclaimer: A compliance history is in no way a rating for a facility. The online compliance history includes only information after July 1, 2003. In addition, the online compliance history includes information regarding adverse actions that may be the subject of a pending appeal. An adverse action is not final until a provider has exhausted or waived all due process rights. For compliance history prior to July 1, 2003, or information regarding the status of pending adverse actions, please contact the Licensing Inspector listed in the facility's information. The Virginia Department of Social Services (VDSS) is not responsible for any errors in or omissions from the compliance history information. Virginia Quality is a voluntary quality rating and improvement system for early care and education facilities serving children ages birth through pre-K. To find programs participating in Virginia Quality, click here . --> --> Translation Disclaimer --> --> VIRGINIA DEPARTMENT OF SOCIAL SERVICES © 2022 - Commonwealth of Virginia --> Contact Us (804) 726-7000 (Main Agency) (800) 552-3431 (SNAP Hotline) --> --> VDSS Privacy Policy --> Expenses CommonHelp Mission & Strategic Plan TTY/TTD Org Chart Accessibility Civil Rights Contact Us × TTY/TTD (deaf or hard-of-hearing): (800) 828-1120, or 711 © Virginia Department of Social Services (VDSS) Privacy Policy --> --> Top <img src=""/globalimage/facelift/feedbac"
32933,Charlottesville,Montessori School of Charlottesville,Child Day Center,Two Year,69,1 year 9 months - 6 years 11 months,"8:30 a.m. - 5:30 p.m., Monday - Friday",Mr. Soren Jones,Yes,1105875
32945,Loudoun,Champa Kumar,Family Day Home,Two Year,12,Birth - 5 years 11 months,"5:30am - 6 pm, Monday - Friday",,Yes,1106737
32951,Prince William,Renaissance Montessori School,Child Day Center,Two Year,99,1 month - 7 years 11 months,"8:15 a.m. - 4:30 p.m., Monday - Friday",Kristina Dankoski,No,1105879
32954,Fairfax County,Maria Camacho,Family Day Home,Two Year,12,3 months - 12 years 11 months,"7:00AM - 6:00 PM, Monday - Friday",,No,1106741
32964,Fairfax County,SACC-Cherry Run,Child Day Center,Two Year,100,5 years - 12 years 11 months,"7:00am - 6:15pm, Monday - Friday",Chris Scales,Yes,1105882
32965,Fairfax County,SACC at Cub Run,Child Day Center,Two Year,75,5 years - 12 years 11 months,"7:00 am - 6:15pm, Monday - Friday",MR. Chris Scales,Yes,1105883
32966,Fairfax County,SACC at Eagle View,Child Day Center,Two Year,150,5 years - 12 years 11 months,"7:00 am - 9:30 am 3:00am - 6:15 pm , Monday - Friday",Chris Scales,Yes,1105884
32967,Fairfax County,SACC at Oak Hill,Child Day Center,Two Year,75,5 years - 12 years 11 months,"7:00 a.m. - 6:15 p.m., Monday - Friday",Chris Scales,Yes,1105885
32997,Westmoreland,Young Men's Christian Association of the Virginia Peninsulas,Child Day Center,Two Year,50,4 years 9 months - 12 years 11 months,"3:00 PM - 6:00 PM, Monday - Friday",Timika Croxten,Yes,1105894
32998,Buchanan,Buchanan County Head Start at Twin Valley #2,Child Day Center,Two Year,25,3 years - 5 years 11 months,"7:30 a.m. - 2:00 p.m., Monday - Friday",Jennifer Ratliff,No,1105895
33004,Spotsylvania,Madelaine Cuello,Family Day Home,Two Year,12,2 months - 12 years 11 months,"7:00 a.m. - 10:00 p.m., Monday - Sunday",,Yes,1106757
33007,Fairfax County,Farnaz Javidanrad,Family Day Home,Two Year,12,3 months - 5 years 11 months,"7:00 a.m. - 5:30 p.m., Monday - Friday",,No,1106760
33014,Rockingham,Peoples Baptist Church,Religious Exempt Child Day Center,Exempt,67,2 years 6 months - 6 years 11 months VDSS Contact: Kelly Lindsay: (540) 309-2494,"07:00 a.m. - 06:00 p.m., Monday - Friday",Ms. Jennifer Hanger,No,1105066
33026,Charlottesville,"First Steps Infant Development Center, LLC",Child Day Center,Two Year,58,1 month - 5 years 11 months,"7:00 a.m. - 6:00 p.m., Monday - Friday",Ms. Frances Burton,No,1105899
33065,Arlington,Finding Dreams in Children,Child Day Center,Two Year,92,1 month - 6 years 11 months,"7:15 a.m. - 6:15 p.m., Monday - Friday",Greta Duncan,No,1105910
33106,Chesterfield,Islamic Center of Virginia,Religious Exempt Child Day Center,Exempt,160,3 years - 12 years 11 months VDSS Contact: Lauren Bickford: (540) 280-0742,"8:00 a.m. - 4:00 p.m., Monday - Friday",Zina Bakha,No,1105071
33173,Spotsylvania,Stepping Stone Preschool LLC,Child Day Center,Two Year,42,2 years 6 months - 6 years 11 months,"9:00 a.m. - 12:30 p.m., Monday - Friday",Ms. Laura French,No,1105934
33179,Fairfax County,Feliza Choquez,Family Day Home,Two Year,12,3 months - 5 years 11 months,"7:30 a.m. - 6:00 p.m., Monday - Friday",,Yes,1106804
33187,Loudoun,The Goddard School - Ashburn,Child Day Center,Two Year,190,1 month - 12 years 11 months,"7:00 am - 6:00 pm, Monday - Friday",MS. Madhu Govil,Yes,1105937
33188,Fairfax County,Elizabeth Appiah,Family Day Home,Two Year,10,6 months - 12 years 11 months,"6:00 am - 11:00 pm, Monday - Saturday",,Yes,1106809
33213,Virginia Beach,The YMCA Of South Hampton Roads-Mt. Trashmore Preschool,Child Day Center,Two Year,75,2 years - 5 years,"6:00 a.m. - 6:00 p.m., Monday - Friday",Audrey Patrick,Yes,1105940
33219,Prince William,Ms. Rana Khan,Family Day Home,Two Year,12,Birth - 12 years 11 months,"6:30 am - 6:00 pm, Monday - Friday",,Yes,1106825
33231,Virginia Beach,King's Grant Presbyterian Church,Religious Exempt Child Day Center,Exempt,45,2 years 22 months - 5 years 11 months VDSS Contact: Rene Old: (757) 404-1784,"9:00 am - 12:15 pm, Monday - Friday",Ms. Dana Davis,No,1105082
