ncessch,state,county_fips,county_name
210480002296,KY,21195,Pike County
210480002444,KY,21195,Pike County
210483001213,KY,21195,Pike County
210483001214,KY,21195,Pike County
210486002089,KY,21013,Bell County
210486002149,KY,21013,Bell County
210486002393,KY,21013,Bell County
210489001217,KY,21197,Powell County
210489001218,KY,21197,Powell County
210489001219,KY,21197,Powell County
210489001220,KY,21197,Powell County
210489001221,KY,21197,Powell County
210489002360,KY,21197,Powell County
210495000506,KY,21199,Pulaski County
210495000779,KY,21199,Pulaski County
210495001225,KY,21199,Pulaski County
210495001227,KY,21199,Pulaski County
210495001231,KY,21199,Pulaski County
210495001233,KY,21199,Pulaski County
210495001234,KY,21199,Pulaski County
210495001235,KY,21199,Pulaski County
210495001238,KY,21199,Pulaski County
210495001464,KY,21199,Pulaski County
210495001554,KY,21199,Pulaski County
210495001572,KY,21199,Pulaski County
210495001573,KY,21199,Pulaski County
210495002065,KY,21199,Pulaski County
210498001239,KY,21089,Greenup County
210498001240,KY,21089,Greenup County
210498001241,KY,21089,Greenup County
210498001465,KY,21019,Boyd County
210498002015,KY,21019,Boyd County
210504001246,KY,21201,Robertson County
210507000782,KY,21203,Rockcastle County
210507001249,KY,21203,Rockcastle County
210507001251,KY,21203,Rockcastle County
210507001252,KY,21203,Rockcastle County
210507001253,KY,21203,Rockcastle County
210507001906,KY,21203,Rockcastle County
210510000787,KY,21205,Rowan County
210510001254,KY,21205,Rowan County
210510001258,KY,21205,Rowan County
210510001260,KY,21205,Rowan County
210510001261,KY,21205,Rowan County
210510001478,KY,21205,Rowan County
210510002016,KY,21205,Rowan County
210510002033,KY,21205,Rowan County
210510002300,KY,21205,Rowan County
210510002336,KY,21205,Rowan County
210510002342,KY,21205,Rowan County
210513001270,KY,21089,Greenup County
210513001272,KY,21089,Greenup County
210513001273,KY,21089,Greenup County
210513001626,KY,21089,Greenup County
210516001263,KY,21207,Russell County
210516001264,KY,21207,Russell County
210516001265,KY,21207,Russell County
210516001266,KY,21207,Russell County
210516001599,KY,21207,Russell County
210519001274,KY,21141,Logan County
210519001275,KY,21141,Logan County
210522001277,KY,21199,Pulaski County
210526000530,KY,21209,Scott County
210526001278,KY,21209,Scott County
210526001279,KY,21209,Scott County
210526001280,KY,21209,Scott County
210526001283,KY,21209,Scott County
210526001284,KY,21209,Scott County
210526001285,KY,21209,Scott County
210526001286,KY,21209,Scott County
210526001557,KY,21209,Scott County
210526001687,KY,21209,Scott County
210526001942,KY,21209,Scott County
210526002017,KY,21209,Scott County
210526002204,KY,21209,Scott County
210526002301,KY,21209,Scott County
210526002349,KY,21209,Scott County
210526002432,KY,21209,Scott County
210526002482,KY,21209,Scott County
210526002483,KY,21209,Scott County
210532001291,KY,21211,Shelby County
210532001292,KY,21211,Shelby County
210532001293,KY,21211,Shelby County
210532001294,KY,21211,Shelby County
210532001295,KY,21211,Shelby County
210532001434,KY,21211,Shelby County
210532001688,KY,21211,Shelby County
210532001689,KY,21211,Shelby County
210532001690,KY,21211,Shelby County
210532001964,KY,21211,Shelby County
210532002077,KY,21211,Shelby County
210532002253,KY,21211,Shelby County
210532002288,KY,21211,Shelby County
210532002307,KY,21211,Shelby County
210537001727,KY,21037,Campbell County
210540001299,KY,21213,Simpson County
210540001300,KY,21213,Simpson County
210540001301,KY,21213,Simpson County
210540001302,KY,21213,Simpson County
210540001435,KY,21213,Simpson County
210540001652,KY,21213,Simpson County
210543001307,KY,21199,Pulaski County
210543001310,KY,21199,Pulaski County
210543001311,KY,21199,Pulaski County
210546001313,KY,21037,Campbell County
210549001314,KY,21215,Spencer County
210549001315,KY,21215,Spencer County
210549001871,KY,21215,Spencer County
210549002018,KY,21215,Spencer County
210549002051,KY,21215,Spencer County
210549002309,KY,21215,Spencer County
210552001317,KY,21217,Taylor County
210552001318,KY,21217,Taylor County
210552001319,KY,21217,Taylor County
210552002431,KY,21217,Taylor County
210555001324,KY,21219,Todd County
210555001325,KY,21219,Todd County
210555001600,KY,21219,Todd County
210555001601,KY,21219,Todd County
210555002034,KY,21219,Todd County
210558001328,KY,21221,Trigg County
210558001329,KY,21221,Trigg County
210558002093,KY,21221,Trigg County
210558002167,KY,21221,Trigg County
210561001330,KY,21223,Trimble County
210561001331,KY,21223,Trimble County
210561001332,KY,21223,Trimble County
210561001333,KY,21223,Trimble County
210561002464,KY,21223,Trimble County
210561002475,KY,21223,Trimble County
210564001334,KY,21225,Union County
210564001336,KY,21225,Union County
210564001338,KY,21225,Union County
210564001339,KY,21225,Union County
210564001602,KY,21225,Union County
210564001872,KY,21225,Union County
210564002175,KY,21225,Union County
210564002447,KY,21225,Union County
210570001341,KY,21015,Boone County
210570001342,KY,21015,Boone County
210570002191,KY,21015,Boone County
210573000828,KY,21227,Warren County
210573000839,KY,21227,Warren County
210573001164,KY,21227,Warren County
210573001343,KY,21227,Warren County
210573001344,KY,21227,Warren County
210573001346,KY,21227,Warren County
210573001347,KY,21227,Warren County
210573001348,KY,21227,Warren County
210573001349,KY,21227,Warren County
210573001350,KY,21227,Warren County
210573001351,KY,21227,Warren County
210573001352,KY,21227,Warren County
210573001353,KY,21227,Warren County
210573001354,KY,21227,Warren County
210573001540,KY,21227,Warren County
210573001603,KY,21227,Warren County
210573001604,KY,21227,Warren County
210573001605,KY,21227,Warren County
210573001691,KY,21227,Warren County
210573001692,KY,21227,Warren County
210573001831,KY,21227,Warren County
210573001909,KY,21227,Warren County
210573001926,KY,21227,Warren County
210573002035,KY,21227,Warren County
210573002045,KY,21227,Warren County
210573002080,KY,21227,Warren County
210573002132,KY,21227,Warren County
210573002185,KY,21227,Warren County
210573002277,KY,21227,Warren County
210573002298,KY,21227,Warren County
210573002302,KY,21227,Warren County
210573002327,KY,21227,Warren County
210573002410,KY,21227,Warren County
210573002427,KY,21227,Warren County
210573002441,KY,21227,Warren County
210573002465,KY,21227,Warren County
210573002469,KY,21227,Warren County
210576001358,KY,21229,Washington County
210576001359,KY,21229,Washington County
210576001873,KY,21229,Washington County
210576002047,KY,21229,Washington County
210576002358,KY,21229,Washington County
210576002448,KY,21229,Washington County
210579001224,KY,21231,Wayne County
210579001361,KY,21231,Wayne County
210579001365,KY,21231,Wayne County
210579001367,KY,21231,Wayne County
210579002020,KY,21231,Wayne County
210579002250,KY,21231,Wayne County
210579002346,KY,21231,Wayne County
210579002403,KY,21231,Wayne County
210582001369,KY,21233,Webster County
210582001370,KY,21233,Webster County
210582001372,KY,21233,Webster County
210582001374,KY,21233,Webster County
210582002188,KY,21233,Webster County
210582002348,KY,21233,Webster County
210585001375,KY,21093,Hardin County
210588000546,KY,21235,Whitley County
210588001262,KY,21235,Whitley County
210588001376,KY,21235,Whitley County
210588001381,KY,21235,Whitley County
210588001383,KY,21235,Whitley County
210588001386,KY,21235,Whitley County
210588001387,KY,21235,Whitley County
210588001621,KY,21235,Whitley County
210588002037,KY,21235,Whitley County
210588002048,KY,21235,Whitley County
210591001939,KY,21235,Whitley County
210594001392,KY,21081,Grant County
210594001393,KY,21081,Grant County
210594002260,KY,21081,Grant County
210594002308,KY,21081,Grant County
210597001394,KY,21237,Wolfe County
210597001395,KY,21237,Wolfe County
210597001396,KY,21237,Wolfe County
210597001397,KY,21237,Wolfe County
210597001693,KY,21237,Wolfe County
210597002369,KY,21237,Wolfe County
210597002380,KY,21237,Wolfe County
210600000284,KY,21239,Woodford County
210600000320,KY,21239,Woodford County
210600001403,KY,21239,Woodford County
210600001404,KY,21239,Woodford County
210600001405,KY,21239,Woodford County
210600001468,KY,21239,Woodford County
210600001840,KY,21239,Woodford County
340000406014,NJ,34027,Morris County
340000406015,NJ,34027,Morris County
340000406016,NJ,34027,Morris County
340000406017,NJ,34027,Morris County
340000406018,NJ,34027,Morris County
340000406019,NJ,34027,Morris County
340000500817,NJ,34035,Somerset County
340000506063,NJ,34039,Union County
340000600695,NJ,34001,Atlantic County
340000600697,NJ,34001,Atlantic County
340000700081,NJ,34003,Bergen County
340000700083,NJ,34003,Bergen County
340000700578,NJ,34003,Bergen County
340000800107,NJ,34041,Warren County
340000800109,NJ,34041,Warren County
340000800248,NJ,34041,Warren County
340000900176,NJ,34035,Somerset County
340000900177,NJ,34035,Somerset County
340000900178,NJ,34035,Somerset County
340001400258,NJ,34003,Bergen County
340001500259,NJ,34003,Bergen County
340001900269,NJ,34001,Atlantic County
340002000282,NJ,34013,Essex County
340002100283,NJ,34013,Essex County
340002200285,NJ,34013,Essex County
340002300287,NJ,34013,Essex County
340002400289,NJ,34013,Essex County
340002500291,NJ,34013,Essex County
340002600292,NJ,34013,Essex County
340002900297,NJ,34017,Hudson County
340003200302,NJ,34017,Hudson County
340003300303,NJ,34017,Hudson County
340003400305,NJ,34017,Hudson County
340003500307,NJ,34017,Hudson County
340003600309,NJ,34017,Hudson County
340004100321,NJ,34021,Mercer County
340004200322,NJ,34021,Mercer County
340004300323,NJ,34021,Mercer County
340004600329,NJ,34021,Mercer County
340004700330,NJ,34023,Middlesex County
340004800335,NJ,34025,Monmouth County
340004900336,NJ,34025,Monmouth County
340005000021,NJ,34019,Hunterdon County
340005000716,NJ,34019,Hunterdon County
340005003405,NJ,34019,Hunterdon County
340005100339,NJ,34027,Morris County
340005200351,NJ,34031,Passaic County
340005500361,NJ,34037,Sussex County
340006100378,NJ,34039,Union County
340006400373,NJ,34013,Essex County
340006900719,NJ,34025,Monmouth County
340007000529,NJ,34013,Essex County
340007300531,NJ,34017,Hudson County
340007600483,NJ,34025,Monmouth County
340007700485,NJ,34013,Essex County
340007800487,NJ,34007,Camden County
340007906129,NJ,34007,Camden County
340008000566,NJ,34007,Camden County
340008200569,NJ,34041,Warren County
340008300573,NJ,34039,Union County
340008400575,NJ,34013,Essex County
340008500694,NJ,34007,Camden County
340008500737,NJ,34021,Mercer County
340008500739,NJ,34007,Camden County
340008500740,NJ,34005,Burlington County
340008500741,NJ,34001,Atlantic County
340008500743,NJ,34003,Bergen County
340008500744,NJ,34005,Burlington County
340008500745,NJ,34009,Cape May County
340008500746,NJ,34007,Camden County
340008500748,NJ,34011,Cumberland County
340008500753,NJ,34027,Morris County
340008500763,NJ,34025,Monmouth County
340008500765,NJ,34027,Morris County
340008500767,NJ,34029,Ocean County
340008500771,NJ,34031,Passaic County
340008500775,NJ,34021,Mercer County
340008500783,NJ,34041,Warren County
340008503075,NJ,34031,Passaic County
340008503077,NJ,34009,Cape May County
340008503078,NJ,34005,Burlington County
340008503079,NJ,34025,Monmouth County
340008503081,NJ,34025,Monmouth County
340008503083,NJ,34007,Camden County
340008503084,NJ,34007,Camden County
340008503085,NJ,34021,Mercer County
340008503087,NJ,34001,Atlantic County
340008503088,NJ,34027,Morris County
340008503089,NJ,34023,Middlesex County
340008503091,NJ,34041,Warren County
340008503093,NJ,34001,Atlantic County
340008503095,NJ,34009,Cape May County
340008503097,NJ,34005,Burlington County
340008503270,NJ,34007,Camden County
340008503315,NJ,34039,Union County
340008503316,NJ,34013,Essex County
340008503317,NJ,34031,Passaic County
340008503320,NJ,34021,Mercer County
340008503321,NJ,34017,Hudson County
340008503367,NJ,34007,Camden County
340008503393,NJ,34005,Burlington County
340008503427,NJ,34029,Ocean County
340008503429,NJ,34011,Cumberland County
340008700735,NJ,34031,Passaic County
340008800589,NJ,34023,Middlesex County
340008800597,NJ,34019,Hunterdon County
340008800598,NJ,34005,Burlington County
340008800600,NJ,34019,Hunterdon County
340008800601,NJ,34021,Mercer County
340008800603,NJ,34013,Essex County
340008800610,NJ,34005,Burlington County
340008900630,NJ,34019,Hunterdon County
340008900634,NJ,34013,Essex County
340008900637,NJ,34031,Passaic County
340008900645,NJ,34029,Ocean County
340008900648,NJ,34005,Burlington County
340008900653,NJ,34019,Hunterdon County
340008900657,NJ,34005,Burlington County
340008900659,NJ,34005,Burlington County
340008900661,NJ,34005,Burlington County
340008900662,NJ,34023,Middlesex County
340008900673,NJ,34011,Cumberland County
340008900679,NJ,34017,Hudson County
340008902973,NJ,34005,Burlington County
340008903134,NJ,34021,Mercer County
340008903269,NJ,34011,Cumberland County
340008903319,NJ,34041,Warren County
340008903322,NJ,34001,Atlantic County
340009000829,NJ,34035,Somerset County
340066000004,NJ,34001,Atlantic County
340066000006,NJ,34001,Atlantic County
340069002954,NJ,34019,Hunterdon County
340069002956,NJ,34019,Hunterdon County
340071502923,NJ,34003,Bergen County
340071702925,NJ,34021,Mercer County
340071803014,NJ,34031,Passaic County
340071903017,NJ,34013,Essex County
340072003066,NJ,34041,Warren County
340072005788,NJ,34041,Warren County
340072303015,NJ,34021,Mercer County
340072403011,NJ,34013,Essex County
340072703029,NJ,34017,Hudson County
340072903027,NJ,34011,Cumberland County
340073003028,NJ,34013,Essex County
340073103022,NJ,34005,Burlington County
340073403037,NJ,34017,Hudson County
340073503055,NJ,34023,Middlesex County
340074003047,NJ,34039,Union County
340074103050,NJ,34023,Middlesex County
340074403139,NJ,34005,Burlington County
340074503137,NJ,34031,Passaic County
340074603143,NJ,34035,Somerset County
340074803144,NJ,34031,Passaic County
340074903184,NJ,34011,Cumberland County
340075000224,NJ,34003,Bergen County
340075000226,NJ,34003,Bergen County
340075103180,NJ,34013,Essex County
340075203186,NJ,34007,Camden County
340075303183,NJ,34017,Hudson County
340075403181,NJ,34013,Essex County
340075503187,NJ,34013,Essex County
340075603185,NJ,34017,Hudson County
340075903196,NJ,34017,Hudson County
340076303247,NJ,34007,Camden County
340076403256,NJ,34013,Essex County
340076503254,NJ,34031,Passaic County
340076603265,NJ,34011,Cumberland County
340076703251,NJ,34017,Hudson County
340076903010,NJ,34019,Hunterdon County
340076903036,NJ,34019,Hunterdon County
340076903038,NJ,34019,Hunterdon County
340076903048,NJ,34019,Hunterdon County
340077003291,NJ,34021,Mercer County
340077103287,NJ,34001,Atlantic County
340077203313,NJ,34007,Camden County
340077303275,NJ,34013,Essex County
340077403308,NJ,34017,Hudson County
340077503285,NJ,34021,Mercer County
340077603299,NJ,34007,Camden County
340077703307,NJ,34007,Camden County
340077803329,NJ,34021,Mercer County
340077803377,NJ,34021,Mercer County
340077903353,NJ,34039,Union County
340078103335,NJ,34017,Hudson County
340078203371,NJ,34011,Cumberland County
340078303345,NJ,34001,Atlantic County
340078403383,NJ,34031,Passaic County
340078503390,NJ,34007,Camden County
340078603385,NJ,34039,Union County
340078703387,NJ,34017,Hudson County
340078803423,NJ,34013,Essex County
340078903411,NJ,34029,Ocean County
340079103403,NJ,34025,Monmouth County
340079203419,NJ,34013,Essex County
340079303413,NJ,34031,Passaic County
340079403457,NJ,34021,Mercer County
340079503451,NJ,34023,Middlesex County
340079600669,NJ,34003,Bergen County
340079700675,NJ,34013,Essex County
340079800686,NJ,34029,Ocean County
340079900681,NJ,34023,Middlesex County
340080000671,NJ,34005,Burlington County
340080100691,NJ,34039,Union County
340080200672,NJ,34007,Camden County
340080300667,NJ,34001,Atlantic County
340080400685,NJ,34027,Morris County
340081005028,NJ,34033,Salem County
340084005790,NJ,34041,Warren County
340087000228,NJ,34003,Bergen County
340090005324,NJ,34037,Sussex County
340090005326,NJ,34037,Sussex County
340093000157,NJ,34025,Monmouth County
340093003301,NJ,34025,Monmouth County
340093003732,NJ,34025,Monmouth County
340093003740,NJ,34025,Monmouth County
340093003742,NJ,34025,Monmouth County
340096000010,NJ,34001,Atlantic County
340096000012,NJ,34001,Atlantic County
340096000016,NJ,34001,Atlantic County
340096000018,NJ,34001,Atlantic County
340096000020,NJ,34001,Atlantic County
340096000022,NJ,34001,Atlantic County
340096000026,NJ,34001,Atlantic County
340096000028,NJ,34001,Atlantic County
340096000030,NJ,34001,Atlantic County
340096000032,NJ,34001,Atlantic County
340096003259,NJ,34001,Atlantic County
340099000034,NJ,34001,Atlantic County
340099003175,NJ,34001,Atlantic County
340102003746,NJ,34025,Monmouth County
340105001298,NJ,34007,Camden County
340105001300,NJ,34007,Camden County
340105001302,NJ,34007,Camden County
340111001702,NJ,34009,Cape May County
340114003748,NJ,34025,Monmouth County
340117001308,NJ,34007,Camden County
340117001312,NJ,34007,Camden County
340120000950,NJ,34005,Burlington County
340123004568,NJ,34029,Ocean County
340126000001,NJ,34017,Hudson County
340126000141,NJ,34017,Hudson County
340126002704,NJ,34017,Hudson County
340126002710,NJ,34017,Hudson County
340126002712,NJ,34017,Hudson County
340126002714,NJ,34017,Hudson County
340126002716,NJ,34017,Hudson County
340126002718,NJ,34017,Hudson County
340126002720,NJ,34017,Hudson County
340126002722,NJ,34017,Hudson County
340126002728,NJ,34017,Hudson County
340126002730,NJ,34017,Hudson County
340126003447,NJ,34017,Hudson County
340129004570,NJ,34029,Ocean County
340132005120,NJ,34035,Somerset County
340135001954,NJ,34013,Essex County
340135001956,NJ,34013,Essex County
340135001962,NJ,34013,Essex County
340135001964,NJ,34013,Essex County
340135001966,NJ,34013,Essex County
340135001968,NJ,34013,Essex County
340135001970,NJ,34013,Essex County
340135001972,NJ,34013,Essex County
340135001974,NJ,34013,Essex County
340138001316,NJ,34007,Camden County
340138001318,NJ,34007,Camden County
340138001320,NJ,34007,Camden County
340141003750,NJ,34025,Monmouth County
340144005794,NJ,34041,Warren County
340144005796,NJ,34041,Warren County
340144005798,NJ,34041,Warren County
340145000073,NJ,34003,Bergen County
340145000234,NJ,34003,Bergen County
340145000238,NJ,34003,Bergen County
340145000240,NJ,34003,Bergen County
340145005978,NJ,34003,Bergen County
340145006020,NJ,34003,Bergen County
340147000250,NJ,34003,Bergen County
340147000252,NJ,34003,Bergen County
340147000262,NJ,34003,Bergen County
340147000264,NJ,34003,Bergen County
340147003341,NJ,34003,Bergen County
340150000268,NJ,34003,Bergen County
340150000270,NJ,34003,Bergen County
340150000272,NJ,34003,Bergen County
340150000274,NJ,34003,Bergen County
340150000276,NJ,34003,Bergen County
340150000278,NJ,34003,Bergen County
340150000280,NJ,34003,Bergen County
340153000201,NJ,34039,Union County
340153000203,NJ,34039,Union County
340153005434,NJ,34039,Union County
340153005436,NJ,34039,Union County
340153005440,NJ,34039,Union County
340153005442,NJ,34039,Union County
340156004574,NJ,34029,Ocean County
340156004576,NJ,34029,Ocean County
340156004578,NJ,34029,Ocean County
340156006125,NJ,34029,Ocean County
340159001324,NJ,34007,Camden County
340162001328,NJ,34007,Camden County
340162001332,NJ,34007,Camden County
340165000355,NJ,34035,Somerset County
340165005124,NJ,34035,Somerset County
340165005126,NJ,34035,Somerset County
340165005128,NJ,34035,Somerset County
340165005132,NJ,34035,Somerset County
340165006021,NJ,34035,Somerset County
340171002958,NJ,34019,Hunterdon County
340171005895,NJ,34019,Hunterdon County
340174000952,NJ,34005,Burlington County
340177000425,NJ,34007,Camden County
340177001336,NJ,34007,Camden County
340177001338,NJ,34007,Camden County
340180005800,NJ,34041,Warren County
340183000133,NJ,34013,Essex County
340183001980,NJ,34013,Essex County
340183001982,NJ,34013,Essex County
340183001986,NJ,34013,Essex County
340183001988,NJ,34013,Essex County
340183001992,NJ,34013,Essex County
340183001994,NJ,34013,Essex County
340183001996,NJ,34013,Essex County
340183002000,NJ,34013,Essex County
340183002002,NJ,34013,Essex County
340183002004,NJ,34013,Essex County
340186004754,NJ,34031,Passaic County
340186004756,NJ,34031,Passaic County
340186004758,NJ,34031,Passaic County
340189002960,NJ,34019,Hunterdon County
340192000284,NJ,34003,Bergen County
340192000286,NJ,34003,Bergen County
340192000290,NJ,34003,Bergen County
340195004154,NJ,34027,Morris County
340195004156,NJ,34027,Morris County
340195004158,NJ,34027,Morris County
340198004162,NJ,34027,Morris County
340203000801,NJ,34005,Burlington County
340203000960,NJ,34005,Burlington County
340203005925,NJ,34005,Burlington County
340203005926,NJ,34005,Burlington County
340203005927,NJ,34005,Burlington County
340210000790,NJ,34035,Somerset County
340210003331,NJ,34035,Somerset County
340210003340,NJ,34035,Somerset County
340210003360,NJ,34035,Somerset County
340210005144,NJ,34035,Somerset County
340213003752,NJ,34025,Monmouth County
340216000199,NJ,34035,Somerset County
340216005154,NJ,34035,Somerset County
340216005158,NJ,34035,Somerset County
340222000166,NJ,34029,Ocean County
340222004582,NJ,34029,Ocean County
340222004584,NJ,34029,Ocean County
340222004586,NJ,34029,Ocean County
340222004588,NJ,34029,Ocean County
340222004590,NJ,34029,Ocean County
340222004592,NJ,34029,Ocean County
340222004596,NJ,34029,Ocean County
340222004598,NJ,34029,Ocean County
340222004600,NJ,34029,Ocean County
340222004602,NJ,34029,Ocean County
340222005896,NJ,34029,Ocean County
340225000581,NJ,34011,Cumberland County
340225001784,NJ,34011,Cumberland County
340225001786,NJ,34011,Cumberland County
340225001788,NJ,34011,Cumberland County
340225001790,NJ,34011,Cumberland County
340225001794,NJ,34011,Cumberland County
340225001800,NJ,34011,Cumberland County
340225001804,NJ,34011,Cumberland County
340228000173,NJ,34035,Somerset County
340228005162,NJ,34035,Somerset County
340228005166,NJ,34035,Somerset County
340228005168,NJ,34035,Somerset County
340228005170,NJ,34035,Somerset County
340228005172,NJ,34035,Somerset County
340228005178,NJ,34035,Somerset County
340228005180,NJ,34035,Somerset County
340228005186,NJ,34035,Somerset County
340228006047,NJ,34035,Somerset County
340228006126,NJ,34035,Somerset County
340231003754,NJ,34025,Monmouth County
340234000002,NJ,34001,Atlantic County
340234000040,NJ,34001,Atlantic County
340237001340,NJ,34007,Camden County
340240000044,NJ,34001,Atlantic County
340240000046,NJ,34001,Atlantic County
340240000048,NJ,34001,Atlantic County
340240000052,NJ,34001,Atlantic County
340240003221,NJ,34001,Atlantic County
340243000966,NJ,34005,Burlington County
340243000968,NJ,34005,Burlington County
340243000970,NJ,34005,Burlington County
340243000974,NJ,34005,Burlington County
340243000976,NJ,34005,Burlington County
340244000121,NJ,34005,Burlington County
340244000982,NJ,34005,Burlington County
340244003303,NJ,34005,Burlington County
340246000260,NJ,34005,Burlington County
340246001004,NJ,34005,Burlington County
340246001010,NJ,34005,Burlington County
340246002939,NJ,34005,Burlington County
340249000996,NJ,34005,Burlington County
340249000998,NJ,34005,Burlington County
340252004166,NJ,34027,Morris County
340252004168,NJ,34027,Morris County
340252004170,NJ,34027,Morris County
340255000728,NJ,34037,Sussex County
340255005334,NJ,34037,Sussex County
340258002008,NJ,34013,Essex County
340258002010,NJ,34013,Essex County
340258002014,NJ,34013,Essex County
340258002016,NJ,34013,Essex County
340258002020,NJ,34013,Essex County
340258002022,NJ,34013,Essex County
340258003425,NJ,34013,Essex County
340261002962,NJ,34019,Hunterdon County
340264000087,NJ,34007,Camden County
340264000579,NJ,34007,Camden County
340264000793,NJ,34007,Camden County
340264001344,NJ,34007,Camden County
340264001346,NJ,34007,Camden County
340264001348,NJ,34007,Camden County
340264001354,NJ,34007,Camden County
340264001364,NJ,34007,Camden County
340264001366,NJ,34007,Camden County
340264001368,NJ,34007,Camden County
340264001374,NJ,34007,Camden County
340264001384,NJ,34007,Camden County
340264001394,NJ,34007,Camden County
340264001400,NJ,34007,Camden County
340264001406,NJ,34007,Camden County
340264001408,NJ,34007,Camden County
340264003065,NJ,34007,Camden County
340264003343,NJ,34007,Camden County
340264003349,NJ,34007,Camden County
340264003351,NJ,34007,Camden County
340264003441,NJ,34007,Camden County
340264006084,NJ,34007,Camden County
340267001412,NJ,34007,Camden County
340267001414,NJ,34007,Camden County
340270001704,NJ,34009,Cape May County
340273001712,NJ,34009,Cape May County
340274001708,NJ,34009,Cape May County
340274001710,NJ,34009,Cape May County
340279000813,NJ,34003,Bergen County
340280000300,NJ,34003,Bergen County
340282000451,NJ,34023,Middlesex County
340282003268,NJ,34023,Middlesex County
340282003272,NJ,34023,Middlesex County
340282003274,NJ,34023,Middlesex County
340282003276,NJ,34023,Middlesex County
340285002026,NJ,34013,Essex County
340285002030,NJ,34013,Essex County
340285002036,NJ,34013,Essex County
340285006025,NJ,34013,Essex County
340288001662,NJ,34007,Camden County
340291004604,NJ,34029,Ocean County
340291005928,NJ,34029,Ocean County
340300000223,NJ,34007,Camden County
340300000263,NJ,34007,Camden County
340300000265,NJ,34007,Camden County
340300001418,NJ,34007,Camden County
340300001420,NJ,34007,Camden County
340300001422,NJ,34007,Camden County
340300001426,NJ,34007,Camden County
340300001428,NJ,34007,Camden County
340300001430,NJ,34007,Camden County
340300001436,NJ,34007,Camden County
340300001440,NJ,34007,Camden County
340300001444,NJ,34007,Camden County
340300001446,NJ,34007,Camden County
340300001450,NJ,34007,Camden County
340300001452,NJ,34007,Camden County
340300001454,NJ,34007,Camden County
340300001456,NJ,34007,Camden County
340300001458,NJ,34007,Camden County
340300001462,NJ,34007,Camden County
340306004194,NJ,34027,Morris County
340306004196,NJ,34027,Morris County
340306006026,NJ,34027,Morris County
340309001016,NJ,34005,Burlington County
340312001020,NJ,34005,Burlington County
340312001024,NJ,34005,Burlington County
340312001026,NJ,34005,Burlington County
340312001028,NJ,34005,Burlington County
340315000205,NJ,34039,Union County
340315003295,NJ,34039,Union County
340315005450,NJ,34039,Union County
340315005452,NJ,34039,Union County
340315005454,NJ,34039,Union County
340318002498,NJ,34015,Gloucester County
340318002500,NJ,34015,Gloucester County
340318002502,NJ,34015,Gloucester County
340321002506,NJ,34015,Gloucester County
340321002508,NJ,34015,Gloucester County
340324005899,NJ,34007,Camden County
340327000304,NJ,34003,Bergen County
340327000306,NJ,34003,Bergen County
340327000308,NJ,34003,Bergen County
340327000310,NJ,34003,Bergen County
340327000312,NJ,34003,Bergen County
340330003436,NJ,34031,Passaic County
340330004762,NJ,34031,Passaic County
340330004764,NJ,34031,Passaic County
340330004766,NJ,34031,Passaic County
340330004768,NJ,34031,Passaic County
340330004770,NJ,34031,Passaic County
340330004772,NJ,34031,Passaic County
340330004774,NJ,34031,Passaic County
340330004776,NJ,34031,Passaic County
340330004778,NJ,34031,Passaic County
340330004780,NJ,34031,Passaic County
340330004782,NJ,34031,Passaic County
340330004784,NJ,34031,Passaic County
340330004786,NJ,34031,Passaic County
340330004788,NJ,34031,Passaic County
340330004790,NJ,34031,Passaic County
340330004792,NJ,34031,Passaic County
340330006132,NJ,34031,Passaic County
340333002964,NJ,34019,Hunterdon County
340336002935,NJ,34019,Hunterdon County
340336002968,NJ,34019,Hunterdon County
340336002970,NJ,34019,Hunterdon County
340336006027,NJ,34019,Hunterdon County
340339000316,NJ,34003,Bergen County
340339000318,NJ,34003,Bergen County
340342001474,NJ,34007,Camden County
340342001476,NJ,34007,Camden County
340342001478,NJ,34007,Camden County
340342001480,NJ,34007,Camden County
340342001482,NJ,34007,Camden County
340342001484,NJ,34007,Camden County
340342001486,NJ,34007,Camden County
340345000513,NJ,34025,Monmouth County
340345003760,NJ,34025,Monmouth County
340345003762,NJ,34025,Monmouth County
340348001810,NJ,34011,Cumberland County
340348001812,NJ,34011,Cumberland County
340354003282,NJ,34023,Middlesex County
340357000206,NJ,34039,Union County
340357005458,NJ,34039,Union County
340357005460,NJ,34039,Union County
340357005462,NJ,34039,Union County
340357005466,NJ,34039,Union County
340357005470,NJ,34039,Union County
340357005474,NJ,34039,Union County
340360000324,NJ,34003,Bergen County
340360000326,NJ,34003,Bergen County
340360000328,NJ,34003,Bergen County
340360002993,NJ,34003,Bergen County
340361001816,NJ,34011,Cumberland County
340362001820,NJ,34011,Cumberland County
340363003764,NJ,34025,Monmouth County
340366001826,NJ,34011,Cumberland County
340369001032,NJ,34005,Burlington County
340369001036,NJ,34005,Burlington County
340372002974,NJ,34019,Hunterdon County
340375002978,NJ,34019,Hunterdon County
340378000123,NJ,34005,Burlington County
340378001040,NJ,34005,Burlington County
340378001042,NJ,34005,Burlington County
340378001050,NJ,34005,Burlington County
340381000332,NJ,34003,Bergen County
340381000334,NJ,34003,Bergen County
340381006085,NJ,34003,Bergen County
340384001716,NJ,34009,Cape May County
340384006115,NJ,34009,Cape May County
340387004202,NJ,34027,Morris County
340387004206,NJ,34027,Morris County
