State_Abbreviation,County_Name,StudyYear,MCInfant,MCToddler,MCPreschool,_75CInfant,_75CToddler,_75CPreschool,MCInfant_flag,MCToddler_flag,MCPreschool_flag,_75CInfant_flag,_75CToddler_flag,_75CPreschool_flag
GA,Irwin County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Irwin County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Irwin County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Irwin County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Irwin County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Irwin County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Irwin County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Irwin County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Irwin County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Irwin County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Irwin County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Jackson County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jackson County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jackson County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jackson County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jackson County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jackson County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jackson County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jackson County,2015,122,112,113,138.85,132,128.22,3,1,3,3,1,3
GA,Jackson County,2016,125,115,115,143,135,131.85,3,1,3,3,1,3
GA,Jackson County,2017,128,118,117,147.15,138,135.48,3,1,3,3,1,3
GA,Jackson County,2018,131,121,119,151.3,141,139.11,3,1,3,3,1,3
GA,Jackson County,2019,134,124,121,155.45,144,142.74,3,1,3,3,1,3
GA,Jackson County,2020,137,127,123,159.6,147,146.37,3,1,3,3,1,3
GA,Jackson County,2021,140,130,125,163.75,150,150,3,1,3,3,1,3
GA,Jackson County,2022,143,133,127.65,167.9,153,153.63,3,1,3,3,1,3
GA,Jasper County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jasper County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jasper County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jasper County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jasper County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jasper County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jasper County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jasper County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Jasper County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Jasper County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Jasper County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Jasper County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Jasper County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Jasper County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Jasper County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Jeff Davis County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jeff Davis County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jeff Davis County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jeff Davis County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jeff Davis County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jeff Davis County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jeff Davis County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jeff Davis County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Jeff Davis County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Jeff Davis County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Jeff Davis County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Jeff Davis County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Jeff Davis County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Jeff Davis County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Jeff Davis County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Jefferson County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jefferson County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jefferson County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jefferson County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jefferson County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jefferson County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jefferson County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jefferson County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Jefferson County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Jefferson County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Jefferson County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Jefferson County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Jefferson County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Jefferson County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Jefferson County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Jenkins County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jenkins County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jenkins County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jenkins County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jenkins County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jenkins County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jenkins County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jenkins County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Jenkins County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Jenkins County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Jenkins County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Jenkins County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Jenkins County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Jenkins County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Jenkins County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Johnson County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Johnson County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Johnson County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Johnson County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Johnson County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Johnson County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Johnson County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Johnson County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Johnson County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Johnson County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Johnson County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Johnson County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Johnson County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Johnson County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Johnson County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Jones County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jones County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jones County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jones County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jones County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jones County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jones County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Jones County,2015,122,112,113,138.85,132,128.22,3,1,3,3,1,3
GA,Jones County,2016,125,115,115,143,135,131.85,3,1,3,3,1,3
GA,Jones County,2017,128,118,117,147.15,138,135.48,3,1,3,3,1,3
GA,Jones County,2018,131,121,119,151.3,141,139.11,3,1,3,3,1,3
GA,Jones County,2019,134,124,121,155.45,144,142.74,3,1,3,3,1,3
GA,Jones County,2020,137,127,123,159.6,147,146.37,3,1,3,3,1,3
GA,Jones County,2021,140,130,125,163.75,150,150,3,1,3,3,1,3
GA,Jones County,2022,143,133,127.65,167.9,153,153.63,3,1,3,3,1,3
GA,Lamar County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lamar County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lamar County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lamar County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lamar County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lamar County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lamar County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lamar County,2015,122,112,113,138.85,132,128.22,3,1,3,3,1,3
GA,Lamar County,2016,125,115,115,143,135,131.85,3,1,3,3,1,3
GA,Lamar County,2017,128,118,117,147.15,138,135.48,3,1,3,3,1,3
GA,Lamar County,2018,131,121,119,151.3,141,139.11,3,1,3,3,1,3
GA,Lamar County,2019,134,124,121,155.45,144,142.74,3,1,3,3,1,3
GA,Lamar County,2020,137,127,123,159.6,147,146.37,3,1,3,3,1,3
GA,Lamar County,2021,140,130,125,163.75,150,150,3,1,3,3,1,3
GA,Lamar County,2022,143,133,127.65,167.9,153,153.63,3,1,3,3,1,3
GA,Lanier County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lanier County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lanier County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lanier County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lanier County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lanier County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lanier County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lanier County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Lanier County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Lanier County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Lanier County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Lanier County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Lanier County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Lanier County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Lanier County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Laurens County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Laurens County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Laurens County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Laurens County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Laurens County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Laurens County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Laurens County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Laurens County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Laurens County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Laurens County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Laurens County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Laurens County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Laurens County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Laurens County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Laurens County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Lee County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lee County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lee County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lee County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lee County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lee County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lee County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lee County,2015,122,112,113,138.85,132,128.22,3,1,3,3,1,3
GA,Lee County,2016,125,115,115,143,135,131.85,3,1,3,3,1,3
GA,Lee County,2017,128,118,117,147.15,138,135.48,3,1,3,3,1,3
GA,Lee County,2018,131,121,119,151.3,141,139.11,3,1,3,3,1,3
GA,Lee County,2019,134,124,121,155.45,144,142.74,3,1,3,3,1,3
GA,Lee County,2020,137,127,123,159.6,147,146.37,3,1,3,3,1,3
GA,Lee County,2021,140,130,125,163.75,150,150,3,1,3,3,1,3
GA,Lee County,2022,143,133,127.65,167.9,153,153.63,3,1,3,3,1,3
GA,Liberty County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Liberty County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Liberty County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Liberty County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Liberty County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Liberty County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Liberty County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Liberty County,2015,122,112,113,138.85,132,128.22,3,1,3,3,1,3
GA,Liberty County,2016,125,115,115,143,135,131.85,3,1,3,3,1,3
GA,Liberty County,2017,128,118,117,147.15,138,135.48,3,1,3,3,1,3
GA,Liberty County,2018,131,121,119,151.3,141,139.11,3,1,3,3,1,3
GA,Liberty County,2019,134,124,121,155.45,144,142.74,3,1,3,3,1,3
GA,Liberty County,2020,137,127,123,159.6,147,146.37,3,1,3,3,1,3
GA,Liberty County,2021,140,130,125,163.75,150,150,3,1,3,3,1,3
GA,Liberty County,2022,143,133,127.65,167.9,153,153.63,3,1,3,3,1,3
GA,Lincoln County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lincoln County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lincoln County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lincoln County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lincoln County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lincoln County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lincoln County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lincoln County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Lincoln County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Lincoln County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Lincoln County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Lincoln County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Lincoln County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Lincoln County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Lincoln County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Long County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Long County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Long County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Long County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Long County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Long County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Long County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Long County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Long County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Long County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Long County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Long County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Long County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Long County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Long County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Lowndes County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lowndes County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lowndes County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lowndes County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lowndes County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lowndes County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lowndes County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lowndes County,2015,122,112,113,138.85,132,128.22,3,1,3,3,1,3
GA,Lowndes County,2016,125,115,115,143,135,131.85,3,1,3,3,1,3
GA,Lowndes County,2017,128,118,117,147.15,138,135.48,3,1,3,3,1,3
GA,Lowndes County,2018,131,121,119,151.3,141,139.11,3,1,3,3,1,3
GA,Lowndes County,2019,134,124,121,155.45,144,142.74,3,1,3,3,1,3
GA,Lowndes County,2020,137,127,123,159.6,147,146.37,3,1,3,3,1,3
GA,Lowndes County,2021,140,130,125,163.75,150,150,3,1,3,3,1,3
GA,Lowndes County,2022,143,133,127.65,167.9,153,153.63,3,1,3,3,1,3
GA,Lumpkin County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lumpkin County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lumpkin County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lumpkin County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lumpkin County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lumpkin County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lumpkin County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Lumpkin County,2015,122,112,113,138.85,132,128.22,3,1,3,3,1,3
GA,Lumpkin County,2016,125,115,115,143,135,131.85,3,1,3,3,1,3
GA,Lumpkin County,2017,128,118,117,147.15,138,135.48,3,1,3,3,1,3
GA,Lumpkin County,2018,131,121,119,151.3,141,139.11,3,1,3,3,1,3
GA,Lumpkin County,2019,134,124,121,155.45,144,142.74,3,1,3,3,1,3
GA,Lumpkin County,2020,137,127,123,159.6,147,146.37,3,1,3,3,1,3
GA,Lumpkin County,2021,140,130,125,163.75,150,150,3,1,3,3,1,3
GA,Lumpkin County,2022,143,133,127.65,167.9,153,153.63,3,1,3,3,1,3
GA,McDuffie County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,McDuffie County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,McDuffie County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,McDuffie County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,McDuffie County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,McDuffie County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,McDuffie County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,McDuffie County,2015,122,112,113,138.85,132,128.22,3,1,3,3,1,3
GA,McDuffie County,2016,125,115,115,143,135,131.85,3,1,3,3,1,3
GA,McDuffie County,2017,128,118,117,147.15,138,135.48,3,1,3,3,1,3
GA,McDuffie County,2018,131,121,119,151.3,141,139.11,3,1,3,3,1,3
GA,McDuffie County,2019,134,124,121,155.45,144,142.74,3,1,3,3,1,3
GA,McDuffie County,2020,137,127,123,159.6,147,146.37,3,1,3,3,1,3
GA,McDuffie County,2021,140,130,125,163.75,150,150,3,1,3,3,1,3
GA,McDuffie County,2022,143,133,127.65,167.9,153,153.63,3,1,3,3,1,3
GA,McIntosh County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,McIntosh County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,McIntosh County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,McIntosh County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,McIntosh County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,McIntosh County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,McIntosh County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,McIntosh County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,McIntosh County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,McIntosh County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,McIntosh County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,McIntosh County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,McIntosh County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,McIntosh County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,McIntosh County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Macon County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Macon County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Macon County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Macon County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Macon County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Macon County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Macon County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Macon County,2015,92.75,88,88,101,96,96.37,3,1,1,3,1,1
GA,Macon County,2016,95,90,90,105,100,100,3,1,1,3,1,1
GA,Macon County,2017,97.25,92,92,109,104,103.63,3,1,1,3,1,1
GA,Macon County,2018,99.5,94,94,113,108,107.26,3,1,1,3,1,1
GA,Macon County,2019,101.75,96,96,117,112,110.88,3,1,1,3,1,1
GA,Macon County,2020,104,98,98,121,116,114.51,3,1,1,3,1,1
GA,Macon County,2021,106.25,100,100,125,120,118.14,3,1,1,1,1,1
GA,Macon County,2022,108.5,102,102,129.3,124,121.77,3,1,1,3,1,1
GA,Madison County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Madison County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Madison County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Madison County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Madison County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Madison County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Madison County,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Madison County,2015,122,112,113,138.85,132,128.22,3,1,3,3,1,3
GA,Madison County,2016,125,115,115,143,135,131.85,3,1,3,3,1,3
GA,Madison County,2017,128,118,117,147.15,138,135.48,3,1,3,3,1,3
GA,Madison County,2018,131,121,119,151.3,141,139.11,3,1,3,3,1,3
GA,Madison County,2019,134,124,121,155.45,144,142.74,3,1,3,3,1,3
GA,Madison County,2020,137,127,123,159.6,147,146.37,3,1,3,3,1,3
GA,Madison County,2021,140,130,125,163.75,150,150,3,1,3,3,1,3
GA,Madison County,2022,143,133,127.65,167.9,153,153.63,3,1,3,3,1,3
GA,Marion County,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Marion County,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Marion County,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Marion County,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Marion County,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GA,Marion County,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
