grant_Number,program_type,recipient_name,service_location_name,address_line_one,address_line_two,city,state,zip,zip_4,latitude,longitude,county,funded_slots,status,registration_phone_number,service_location_phone_number,program_admin_ID,program_admin_name,program_admin_address_line_one,program_admin_address_line_two,program_admin_city,program_admin_state,program_admin_zip,program_admin_zip_4,program_admin_county
02CH012468,2,childrens_aid_society_the_ny,PS 8 - Luis Belliard,560 W 169th St,NA,New York,NY,10032,3913,40.8409822,-73.9387394,New York County,45,Open,(718)764-2409,(212) 740-8655,200,The Children's Aid Society,117 W 124th St,Fl 6,New York,NY,10027,4920,New York County
02CH012468,2,childrens_aid_society_the_ny,PS 152 - Dyckman Valley,93 Nagle Ave,NA,New York,NY,10040,1438,40.8600056,-73.92744,New York County,38,Open,(718)764-2409,(212) 569-0327,200,The Children's Aid Society,117 W 124th St,Fl 6,New York,NY,10027,4920,New York County
02CH012468,2,childrens_aid_society_the_ny,Taft Early Childhood Center,1724 Madison Ave,NA,New York,NY,10029,1806,40.7985369,-73.9462802,New York County,38,Open,(718)764-2409,(212) 831-0556,200,The Children's Aid Society,117 W 124th St,Fl 6,New York,NY,10027,4920,New York County
02CH012468,1,childrens_aid_society_the_ny,Bronx Early Childhood Center,1515 Southern Blvd,Frnt,Bronx,NY,10460,5980,40.83321,-73.890618,Bronx County,36,Open,(917)286-1529,(718) 764-2409,000,The Children's Aid Society,117 W 124th St,Fl 6,New York,NY,10027,4920,New York County
02CH012468,1,childrens_aid_society_the_ny,Drew Hamilton Center,2672 Frederick Douglass Blvd,NA,New York,NY,10030,1532,40.821023,-73.9426767,New York County,27,Open,(917)286-1529,(212) 281-9555,000,The Children's Aid Society,117 W 124th St,Fl 6,New York,NY,10027,4920,New York County
02CH012468,1,childrens_aid_society_the_ny,CACPCS Early Childhood Program,1232 Southern Blvd,NA,Bronx,NY,10459,1904,40.8297164,-73.8914763,Bronx County,36,Open,(917)286-1529,(718) 764-2409,000,The Children's Aid Society,117 W 124th St,Fl 6,New York,NY,10027,4920,New York County
02CH012468,1,childrens_aid_society_the_ny,Taft Early Childhood Center,1724 Madison Ave,NA,New York,NY,10029,1806,40.7985369,-73.9462802,New York County,36,Open,(917)286-1529,(212) 831-0556,000,The Children's Aid Society,117 W 124th St,Fl 6,New York,NY,10027,4920,New York County
02CH012471,1,child_development_center_of_the_mmcc_ny,Northside Child Development Center of MMCC,3512 Dekalb Ave,NA,Bronx,NY,10467,1205,40.882537,-73.879775,Bronx County,69,Open,(718)654-0563,(718) 405-0020,000,Child Development Center of Mosholu Montefiore Comm. Ct,3450 Dekalb Avenue,NA,Bronx,NY,10467,2302,Bronx County
02CH012471,1,child_development_center_of_the_mmcc_ny,Main Building Child Development Center of MMCC,3450 Dekalb Ave,NA,Bronx,NY,10467,2302,40.8819332,-73.8804942,Bronx County,131,Open,(718)654-0563,(718) 654-0563,000,Child Development Center of Mosholu Montefiore Comm. Ct,3450 Dekalb Avenue,NA,Bronx,NY,10467,2302,Bronx County
02CH012471,1,child_development_center_of_the_mmcc_ny,Van Cortlandt Child Development Center of MMCC,3880 Sedgwick Ave,Fl 3,Bronx,NY,10463,4459,40.8826932,-73.8937561,Bronx County,55,Open,(718)654-0563,(718) 543-0231,000,Child Development Center of Mosholu Montefiore Comm. Ct,3450 Dekalb Avenue,NA,Bronx,NY,10467,2302,Bronx County
02CH012471,1,child_development_center_of_the_mmcc_ny,Natly Esnard Child Development Center,934 E Gun Hill Rd,NA,Bronx,NY,10469,3708,40.8749338,-73.8595179,Bronx County,50,Open,(718)654-0563,(347) 899-8193,000,Child Development Center of Mosholu Montefiore Comm. Ct,3450 Dekalb Avenue,NA,Bronx,NY,10467,2302,Bronx County
90CM009864,3,new_york_state_federation_of_growers_processors_associations_inc_ny,Agri-Business Child Development at Batavia,18 Brooklyn Ave,NA,Batavia,NY,14020,2904,42.9987807426248,-78.1975308380981,Genesee County,86,Open,NA,(585) 343-8160,000,"NYS Federation of Growers' & Processors' Associations, Inc.",847 Union St,NA,Schenectady,NY,12308,2705,Schenectady County
90CM009864,3,new_york_state_federation_of_growers_processors_associations_inc_ny,Agri-Business Child Development at Florida,14 Edward J Lempka Dr,NA,Florida,NY,10921,1035,41.3408744,-74.3583701,Orange County,64,Open,NA,(845) 651-2270,000,"NYS Federation of Growers' & Processors' Associations, Inc.",847 Union St,NA,Schenectady,NY,12308,2705,Schenectady County
90CM009864,3,new_york_state_federation_of_growers_processors_associations_inc_ny,Agri-Business Child Development at Fredonia,145 E Main St,NA,Fredonia,NY,14063,1407,42.4431659700966,-79.3238827619019,Chautauqua County,86,Open,NA,(716) 672-5395,000,"NYS Federation of Growers' & Processors' Associations, Inc.",847 Union St,NA,Schenectady,NY,12308,2705,Schenectady County
90CM009864,3,new_york_state_federation_of_growers_processors_associations_inc_ny,Agri-Business Child Development at Geneva,5 Goodman St,NA,Geneva,NY,14456,1227,42.8799244522945,-76.9638472,Ontario County,41,Open,NA,(315) 781-3267,000,"NYS Federation of Growers' & Processors' Associations, Inc.",847 Union St,NA,Schenectady,NY,12308,2705,Schenectady County
90CM009864,3,new_york_state_federation_of_growers_processors_associations_inc_ny,Agri-Business Child Development at Goshen,150 Broadlea Rd,NA,Goshen,NY,10924,5238,41.3859539647635,-74.2808915698364,Orange County,66,Open,NA,(845) 294-6221,000,"NYS Federation of Growers' & Processors' Associations, Inc.",847 Union St,NA,Schenectady,NY,12308,2705,Schenectady County
90CM009864,3,new_york_state_federation_of_growers_processors_associations_inc_ny,Agri-Business Child Development at Holley,52 Maziarz Dr,NA,Holley,NY,14470,1081,43.2241105105444,-78.0420023759186,Orleans County,68,Open,NA,(585) 638-5932,000,"NYS Federation of Growers' & Processors' Associations, Inc.",847 Union St,NA,Schenectady,NY,12308,2705,Schenectady County
90CM009864,3,new_york_state_federation_of_growers_processors_associations_inc_ny,Agri-Business Child Development at Kingston,6 Adams St,NA,Kingston,NY,12401,6012,41.9208536,-73.9871503,Ulster County,43,Open,NA,(845) 481-4691,000,"NYS Federation of Growers' & Processors' Associations, Inc.",847 Union St,NA,Schenectady,NY,12308,2705,Schenectady County
90CM009864,3,new_york_state_federation_of_growers_processors_associations_inc_ny,Agri-Business Child Development at Lake Ontario,6395 Tuckahoe Rd,NA,Williamson,NY,14589,9516,43.2313118303495,-77.2021042182465,Wayne County,70,Open,NA,(315) 589-7421,000,"NYS Federation of Growers' & Processors' Associations, Inc.",847 Union St,NA,Schenectady,NY,12308,2705,Schenectady County
90CM009864,3,new_york_state_federation_of_growers_processors_associations_inc_ny,Agri-Business Child Development at New Paltz,355 NY State Route 32 North,NA,New Paltz,NY,12561,3018,41.783509997248,-74.0718801865082,Ulster County,58,Open,NA,(845) 255-7571,000,"NYS Federation of Growers' & Processors' Associations, Inc.",847 Union St,NA,Schenectady,NY,12308,2705,Schenectady County
90CM009864,3,new_york_state_federation_of_growers_processors_associations_inc_ny,Agri-Business Child Development at Newfane,3820 Lockport Olcott Rd,NA,Lockport,NY,14094,1129,43.2282279822853,-78.6808705079346,Niagara County,60,Open,NA,(716) 439-4524,000,"NYS Federation of Growers' & Processors' Associations, Inc.",847 Union St,NA,Schenectady,NY,12308,2705,Schenectady County
90CM009863,3,telamon_corporation_ga,Glennville Center,111 Oliver Ln,NA,Glennville,GA,30427,2728,31.9242966,-81.9295915,Tattnall County,60,Open,(478)254-7845 - 2,(912) 386-1163,000,Telamon Corporation - GA MSHS - 2302X08,2150 Northside Xing,NA,Macon,GA,31210,2260,Bibb County
90CM009863,3,telamon_corporation_ga,Lyons Center,684 N Washington St,NA,Lyons,GA,30436,3008,32.2110184,-82.3246868,Toombs County,50,Open,(478)254-7845 - 2,(912) 526-4340,000,Telamon Corporation - GA MSHS - 2302X08,2150 Northside Xing,NA,Macon,GA,31210,2260,Bibb County
90CM009863,3,telamon_corporation_ga,Norman Park Center,133 Serena Dr,NA,Norman Park,GA,31771,-1,31.2718836,-83.6785354,Colquitt County,70,Open,(478)254-7845 - 2,(229) 316-9081,000,Telamon Corporation - GA MSHS - 2302X08,2150 Northside Xing,NA,Macon,GA,31210,2260,Bibb County
90CM009863,3,telamon_corporation_ga,Douglas Center,314 Academy Dr,NA,Douglas,GA,31533,1221,31.505712,-82.837447,Coffee County,40,Open,(478)254-7845 - 2,(912) 501-3207,000,Telamon Corporation - GA MSHS - 2302X08,2150 Northside Xing,NA,Macon,GA,31210,2260,Bibb County
02CH012476,1,hudson_guild_ny,Hudson Guild-Amsterdam Center,206 W64th St,Hudson Guild,Ny,NY,10023,-1,40.7750958,-73.9889356,New York County,46,Open,(212)760-3036,(646) 480-8262,000,The Hudson Guild,441 W 26th St,NA,New York,NY,10001,5629,New York County
02CH012476,1,hudson_guild_ny,Hudson Guild Children's Center,459 W 26th St,NA,Ny,NY,10001,-1,40.7495454,-74.0023975,New York County,48,Open,(212)760-3036,(212) 760-9830,000,The Hudson Guild,441 W 26th St,NA,New York,NY,10001,5629,New York County
02CH012476,1,hudson_guild_ny,Hudson Guild-Polly Dodge Center,538 W 55th St,NA,New York,NY,10019,3594,40.7685253,-73.9916414,New York County,33,Open,(212)760-3036,(212) 757-2047,000,The Hudson Guild,441 W 26th St,NA,New York,NY,10001,5629,New York County
02CH012476,1,hudson_guild_ny,Hudson Guild Clinton Center,410 W 40th St,NA,New York,NY,10018,1204,40.7572243,-73.9943301,New York County,18,Open,(212)760-3036,(646) 438-5531,000,The Hudson Guild,441 W 26th St,NA,New York,NY,10001,5629,New York County
02CH012486,1,sharon_baptist_board_of_directors_inc_ny,Sharon Baptist Head Start - Campus IV,1925 Bathgate Ave,NA,Bronx,NY,10457,4404,40.8473818,-73.8971187,Bronx County,75,Open,(718)466-1604,(718) 466-1604,000,"Sharon Baptist Board of Directors, Inc",1925 Bathgate Avenue,NA,Bronx,NY,10457,4404,Bronx County
02CH012486,1,sharon_baptist_board_of_directors_inc_ny,Sharon Baptist Head Start - Campus I,507 E 165th St,NA,Bronx,NY,10456,6637,40.8267502,-73.9081705,Bronx County,112,Open,(718)466-1604,(718) 466-1604,000,"Sharon Baptist Board of Directors, Inc",1925 Bathgate Avenue,NA,Bronx,NY,10457,4404,Bronx County
02CH012486,2,sharon_baptist_board_of_directors_inc_ny,Sharon Baptist Head Start - Campus IV,1925 Bathgate Ave,NA,Bronx,NY,10457,4404,40.8473818,-73.8971187,Bronx County,8,Open,(718)466-1604,(718) 466-1604,200,"Sharon Baptist Board of Directors, Inc",1925 Bathgate Avenue,NA,Bronx,NY,10457,4404,Bronx County
02CH012486,2,sharon_baptist_board_of_directors_inc_ny,Sharon Baptist Head Start - Campus I,507 E 165th St,NA,Bronx,NY,10456,6637,40.8267502,-73.9081705,Bronx County,8,Open,(718)466-1604,(718) 466-1604,200,"Sharon Baptist Board of Directors, Inc",1925 Bathgate Avenue,NA,Bronx,NY,10457,4404,Bronx County
02CH012499,1,greater_bergen_community_action_inc_nj,Bergenfield Head Start,100 Portland Ave,NA,Bergenfield,NJ,07621,2335,40.924358,-73.998158,Bergen County,60,Open,(973)546-2634,(201) 384-9885,000,"Greater Bergen Community Action, Inc",392 Main St,NA,Hackensack,NJ,07601,5805,Bergen County
02CH012499,1,greater_bergen_community_action_inc_nj,Hack- 40P Head Start,40 Passaic St,NA,Hackensack,NJ,07601,4353,40.8904349084603,-74.0411858478851,Bergen County,30,Open,(973)546-2634,(201) 525-1600,000,"Greater Bergen Community Action, Inc",392 Main St,NA,Hackensack,NJ,07601,5805,Bergen County
02CH012499,1,greater_bergen_community_action_inc_nj,Hack-291 Head Start/CDC,291 2nd St,NA,Hackensack,NJ,07601,2736,40.891132,-74.05078,Bergen County,60,Open,(973)546-2634,(201) 342-2936,000,"Greater Bergen Community Action, Inc",392 Main St,NA,Hackensack,NJ,07601,5805,Bergen County
02CH012499,1,greater_bergen_community_action_inc_nj,Cliffside Park Head Start,263 Lafayette Ave,NA,Cliffside Park,NJ,07010,2507,40.8286819,-73.9839671,Bergen County,150,Open,(973)546-2634,(201) 366-1020,000,"Greater Bergen Community Action, Inc",392 Main St,NA,Hackensack,NJ,07601,5805,Bergen County
02CH012499,1,greater_bergen_community_action_inc_nj,Garfield Head Start,541 Midland Ave,NA,Garfield,NJ,07026,1607,40.8821742,-74.1019918,Bergen County,75,Open,(973)546-2634,(201) 366-1020,000,"Greater Bergen Community Action, Inc",392 Main St,NA,Hackensack,NJ,07601,5805,Bergen County
02CH012499,2,greater_bergen_community_action_inc_nj,Bergenfield Head Start,100 Portland Ave,NA,Bergenfield,NJ,07621,2335,40.924358,-73.998158,Bergen County,60,Open,(973)546-2634,(201) 384-9885,200,"Greater Bergen Community Action, Inc",392 Main St,NA,Hackensack,NJ,07601,5805,Bergen County
02HP000521,2,catholic_charities_neighborhood_services_inc_ny,Thomas A DeStefano ECDC,300 Vernon Ave,NA,Brooklyn,NY,11206,6755,40.6956253,-73.9391563,Kings County,9,Open,(718)722-6026,(718) 443-2900,200,"Catholic Charities Neighborhood Services, Inc.",191 Joralemon St,Fl 7,Brooklyn,NY,11201,4306,Kings County
02HP000521,2,catholic_charities_neighborhood_services_inc_ny,Charles F Murphy ECDC,2856-286015th Street,NA,Brooklyn,NY,11224,-1,40.5749261,-73.9859414,Kings County,18,Open,(718)722-6026,(929) 268-3317,200,"Catholic Charities Neighborhood Services, Inc.",191 Joralemon St,Fl 7,Brooklyn,NY,11201,4306,Kings County
02HP000521,2,catholic_charities_neighborhood_services_inc_ny,Parkside ECDC,525 Parkside Ave,NA,Brooklyn,NY,11226,1509,40.6560782,-73.9561005,Kings County,27,Open,(718)722-6026,(929) 210-9200,200,"Catholic Charities Neighborhood Services, Inc.",191 Joralemon St,Fl 7,Brooklyn,NY,11201,4306,Kings County
02HP000521,2,catholic_charities_neighborhood_services_inc_ny,St. Malachy Early Childhood Development Center,220 Hendrix St,NA,Brooklyn,NY,11207,2614,40.6770534,-73.8907414,Kings County,53,Open,(718)722-6026,(718) 647-0966,200,"Catholic Charities Neighborhood Services, Inc.",191 Joralemon St,Fl 7,Brooklyn,NY,11201,4306,Kings County
02HP000521,2,catholic_charities_neighborhood_services_inc_ny,Service to Expectant Families Circle Of Life,525 Parkside Ave,NA,Brooklyn,NY,11226,1509,40.6560782,-73.9561005,Kings County,30,Open,(718)722-6026,(718) 788-3035,200,"Catholic Charities Neighborhood Services, Inc.",191 Joralemon St,Fl 7,Brooklyn,NY,11201,4306,Kings County
02CH012502,1,albany_county_opportunity_incorporated_ny,Ann Klose First (AK 1st),295 Colonie St,NA,Albany,NY,12210,1538,42.663125,-73.754822,Albany County,14,Open,(518)463-3175,(518) 432-9622,000,"Albany County Opportunity, Incorporated",333 Sheridan Ave,NA,Albany,NY,12206,3133,Albany County
02CH012502,1,albany_county_opportunity_incorporated_ny,Early Learning Center/ELC,25 Monroe St,NA,Albany,NY,12210,2732,42.6542749,-73.7519236,Albany County,77,Open,(518)463-3175,(518) 463-0655,000,"Albany County Opportunity, Incorporated",333 Sheridan Ave,NA,Albany,NY,12206,3133,Albany County
02CH012502,1,albany_county_opportunity_incorporated_ny,Ogden Mills,1 Ogden Plaza,NA,Cohoes,NY,12047,-1,42.7742204,-73.7023102,Albany County,44,Open,(518)463-3175,(518) 237-1395,000,"Albany County Opportunity, Incorporated",333 Sheridan Ave,NA,Albany,NY,12206,3133,Albany County
02CH012502,1,albany_county_opportunity_incorporated_ny,Olivia Rorie (ORC),7 Morton Ave,NA,Albany,NY,12202,1655,42.642566,-73.758767,Albany County,46,Open,(518)463-3175,(518) 462-5411,000,"Albany County Opportunity, Incorporated",333 Sheridan Ave,NA,Albany,NY,12206,3133,Albany County
02CH012502,1,albany_county_opportunity_incorporated_ny,Ontario St.,170 Ontario St,NA,Albany,NY,12206,2321,42.665127,-73.776703,Albany County,88,Open,(518)463-3175,(518) 729-2001,000,"Albany County Opportunity, Incorporated",333 Sheridan Ave,NA,Albany,NY,12206,3133,Albany County
02CH012502,1,albany_county_opportunity_incorporated_ny,Ravena,15 Mountain Rd,NA,Ravena,NY,12143,1234,42.4728179,-73.814809,Albany County,14,Open,(518)463-3175,(518) 756-4206,000,"Albany County Opportunity, Incorporated",333 Sheridan Ave,NA,Albany,NY,12206,3133,Albany County
02CH012502,1,albany_county_opportunity_incorporated_ny,Hackett Boulevard,21 Hackett Blvd,NA,Albany,NY,12208,3407,42.646085,-73.7778939,Albany County,41,Open,(518)463-3175,(518) 436-0013,000,"Albany County Opportunity, Incorporated",333 Sheridan Ave,NA,Albany,NY,12206,3133,Albany County
04HP000526,2,mc_intosh_trail_early_childhood_development_council_inc_the_ga,Spalding County Early Head Start Expansion,390 Wilson Rd,NA,Griffin,GA,30224,4546,33.2288621,-84.233272,Spalding County,24,Not Reported,(770)775-4293 - 117,(770) 228-7196,200,McIntosh Trail Early Childhood Development Council Inc,565 Recreation Dr,NA,Jackson,GA,30233,2286,Butts County
04HP000526,2,mc_intosh_trail_early_childhood_development_council_inc_the_ga,Upson County Early Head Start Expansion,76 Atwater Place Rd,NA,Thomaston,GA,30286,-1,32.9525048,-84.3420036,Upson County,8,Not Reported,(770)775-4293 - 117,(706) 648-4391,200,McIntosh Trail Early Childhood Development Council Inc,565 Recreation Dr,NA,Jackson,GA,30233,2286,Butts County
04HP000526,2,mc_intosh_trail_early_childhood_development_council_inc_the_ga,Butts County Early Head Start Expansion,565 Recreation Dr,NA,Jackson,GA,30233,2286,33.3013513,-83.9460199,Butts County,8,Not Reported,(770)775-4293 - 117,(770) 775-3830,200,McIntosh Trail Early Childhood Development Council Inc,565 Recreation Dr,NA,Jackson,GA,30233,2286,Butts County
02HP000518,2,childrens_home_society_of_new_jersey_the_nj,"CHSofNJ EHS, Vivan B. Shapiro Early Childhood Center (VBS)",1435 Liberty St,NA,Trenton,NJ,08629,2220,40.2113708336729,-74.7350644558197,Mercer County,155,Open,(609)695-6274 - 137,(609) 695-6274,200,The Children's Home Society of New Jersey,635 South Clinton Ave,NA,Trenton,NJ,08611,-1,Mercer County
02HP000518,2,childrens_home_society_of_new_jersey_the_nj,"CHSofNJ EHS-CCP, Trenton Central High School Center",400 Chambers St,NA,Trenton,NJ,08609,2606,40.219881,-74.7431732,Mercer County,10,Open,(609)695-6274 - 137,(609) 695-6274,200,The Children's Home Society of New Jersey,635 South Clinton Ave,NA,Trenton,NJ,08611,-1,Mercer County
02HP000535,2,community_action_organization_of_western_new_york_inc_the_ny,Kidz Zone,2680 Main St,NA,Buffalo,NY,14214,1702,42.9405417,-78.8381316,Erie County,28,Open,(716)881-5150 - 4318,(716) 835-5439,200,Community Action Organization of Erie County Inc.,45 Jewett,Suite 150,Buffalo,NY,14214,2441,Erie County
02HP000535,2,community_action_organization_of_western_new_york_inc_the_ny,YWCA,1005 Grant St,NA,Buffalo,NY,14207,2877,42.9401304,-78.890026,Erie County,16,Open,(716)881-5150 - 4318,(716) 447-1494,200,Community Action Organization of Erie County Inc.,45 Jewett,Suite 150,Buffalo,NY,14214,2441,Erie County
02HP000535,2,community_action_organization_of_western_new_york_inc_the_ny,Star Light Family Day Care Center,1328 E Delavan Ave,NA,Buffalo,NY,14215,3963,42.9229044,-78.8077418,Erie County,12,Open,(716)881-5150 - 4318,(716) 893-1747,200,Community Action Organization of Erie County Inc.,45 Jewett,Suite 150,Buffalo,NY,14214,2441,Erie County
02HP000535,2,community_action_organization_of_western_new_york_inc_the_ny,Puddle Jumpers,2422 Delaware Ave,NA,Buffalo,NY,14216,2222,42.9500369,-78.8692495,Erie County,16,Open,(716)881-5150 - 4318,(716) 877-3700,200,Community Action Organization of Erie County Inc.,45 Jewett,Suite 150,Buffalo,NY,14214,2441,Erie County
02HP000535,2,community_action_organization_of_western_new_york_inc_the_ny,Queen City Early Childhood Center,3242 Main St,NA,Buffalo,NY,14214,1324,42.9524438,-78.8251015,Erie County,14,Open,(716)881-5150 - 4318,(716) 833-0138,200,Community Action Organization of Erie County Inc.,45 Jewett,Suite 150,Buffalo,NY,14214,2441,Erie County
02HP000535,2,community_action_organization_of_western_new_york_inc_the_ny,"LIghthouse Center, Inc.",1166 Jefferson Ave,Ste E,Buffalo,NY,14208,2451,42.9070323,-78.8541146,Erie County,16,Open,(716)881-5150 - 4318,(716) 436-2004,200,Community Action Organization of Erie County Inc.,45 Jewett,Suite 150,Buffalo,NY,14214,2441,Erie County
02HP000535,2,community_action_organization_of_western_new_york_inc_the_ny,First Friends,1553 Harlem Rd,NA,Buffalo,NY,14206,1921,42.8854756,-78.7841588,Erie County,16,Open,(716)881-5150 - 4318,NA,200,Community Action Organization of Erie County Inc.,45 Jewett,Suite 150,Buffalo,NY,14214,2441,Erie County
03CH012504,1,improvement_association_the_va,The Improvement Association Child Care Development,490 Liberty Rd,NA,Emporia,VA,23847,6124,36.6526627,-77.5494422,Greensville County,16,Open,(434)634-2490 - 236,(434) 634-9990,000,The Improvement Association,The Improvement Association,1750 East Atlantic Street,Emporia,VA,23847,6584,Greensville County
03CH012504,1,improvement_association_the_va,The Improvement Association Early Childhood Learning and Workforce Center,120 Coppahaunk Ave,NA,Waverly,VA,23890,5020,37.0339728,-77.0974264,Sussex County,31,Open,(434)634-2490 - 236,(434) 246-6409,000,The Improvement Association,The Improvement Association,1750 East Atlantic Street,Emporia,VA,23847,6584,Greensville County
03CH012504,1,improvement_association_the_va,Surry Child Development Center,1600 Hollybush Road Rd,NA,Dendron,VA,23839,-1,37.0793862,-76.9027164,Surry County,17,Open,(434)634-2490 - 236,(757) 267-2558,000,The Improvement Association,The Improvement Association,1750 East Atlantic Street,Emporia,VA,23847,6584,Greensville County
03CH012504,1,improvement_association_the_va,Saint Paul's Child Development Center,100 College View Dr,NA,Lawrenceville,VA,23868,-1,36.7591821,-77.8489495,Brunswick County,17,Open,(434)634-2490 - 236,(434) 848-9317,000,The Improvement Association,The Improvement Association,1750 East Atlantic Street,Emporia,VA,23847,6584,Greensville County
03CH012504,1,improvement_association_the_va,Greensville Head Start,1101 Sussex Dr,NA,Emporia,VA,23847,6441,36.7174419,-77.5303561,Greensville County,17,Open,(434)634-2490 - 236,(434) 336-0907,000,The Improvement Association,The Improvement Association,1750 East Atlantic Street,Emporia,VA,23847,6584,Greensville County
03CH012504,1,improvement_association_the_va,Dinwiddie Head Start,10305 Boydton Plank Rd,NA,Dinwiddie,VA,23841,2309,37.129542,-77.534241,Dinwiddie County,48,Open,(434)634-2490 - 236,(804) 479-4495,000,The Improvement Association,The Improvement Association,1750 East Atlantic Street,Emporia,VA,23847,6584,Greensville County
03CH012504,1,improvement_association_the_va,Sussex Child Development Center,21392 Sussex Drive,NA,Sussex,VA,23884,-1,36.9222134,-77.2506147,Sussex County,11,Open,(434)634-2490 - 236,(434) 246-2027,000,The Improvement Association,The Improvement Association,1750 East Atlantic Street,Emporia,VA,23847,6584,Greensville County
03CH012504,1,improvement_association_the_va,Brunswick Education Center,19350 Christanna Hwy,NA,Lawrenceville,VA,23868,2614,36.7771329,-77.87303,Brunswick County,33,Closed,(434)634-2490 - 236,(434) 848-3209,000,The Improvement Association,The Improvement Association,1750 East Atlantic Street,Emporia,VA,23847,6584,Greensville County
90CI010073,6,navajo_nation_tribal_government_the_az,Newcomb,50 Ft North of Newcomb Chapter House,NA,Newcomb,NM,87455,-1,36.2828091,-108.7086606,San Juan County,9,Closed,(928)357-6730 - 2509,NA,200,The Navajo Nation Tribal Government,"Morgan Blvd, 1st Floor, Education Building",NA,Window Rock,AZ,86515,-1,McKinley County
90CI010073,6,navajo_nation_tribal_government_the_az,Churchrock,59 Telestar Road,NA,Church Rock,NM,87311,-1,35.532805322609,-108.59739083674,McKinley County,9,Open,(928)357-6730 - 2509,(505) 905-5420,200,The Navajo Nation Tribal Government,"Morgan Blvd, 1st Floor, Education Building",NA,Window Rock,AZ,86515,-1,McKinley County
90CI010073,6,navajo_nation_tribal_government_the_az,Nahodishgish,"1 Mile S of Route 9, by Nahodishgish Chapter",NA,Crownpoint,NM,87313,-1,35.7270059224901,-108.283786913696,McKinley County,9,Closed,(928)357-6730 - 2509,NA,200,The Navajo Nation Tribal Government,"Morgan Blvd, 1st Floor, Education Building",NA,Window Rock,AZ,86515,-1,McKinley County
90CI010073,6,navajo_nation_tribal_government_the_az,Pinedale,5178 Pinedale Loop 50 Ft W of Chapter House,NA,Church Rock,NM,87311,-1,35.6014505270512,-108.432380861719,McKinley County,9,Closed,(928)357-6730 - 2509,(505) 786-2208,200,The Navajo Nation Tribal Government,"Morgan Blvd, 1st Floor, Education Building",NA,Window Rock,AZ,86515,-1,McKinley County
90CI010073,6,navajo_nation_tribal_government_the_az,Pueblo Pintado,HC 79 Box 3026,NA,Cuba,NM,87013,9607,36.0222403,-106.95837210000002,Sandoval County,9,Closed,(928)357-6730 - 2509,NA,200,The Navajo Nation Tribal Government,"Morgan Blvd, 1st Floor, Education Building",NA,Window Rock,AZ,86515,-1,McKinley County
90CI010073,6,navajo_nation_tribal_government_the_az,Red Rock,25 Ft East of Red Rock Chapter House,NA,Gallup,NM,87305,-1,35.4554849278707,-108.757816706082,McKinley County,9,Closed,(928)357-6730 - 2509,(505) 905-2436,200,The Navajo Nation Tribal Government,"Morgan Blvd, 1st Floor, Education Building",NA,Window Rock,AZ,86515,-1,McKinley County
90CI010073,6,navajo_nation_tribal_government_the_az,Tohatchi,1/2 Mile West of Chevron Gas Station,NA,Tohatchi,NM,87325,-1,35.8589039,-108.7614749,McKinley County,9,Closed,(928)357-6730 - 2509,(928) 733-2847,200,The Navajo Nation Tribal Government,"Morgan Blvd, 1st Floor, Education Building",NA,Window Rock,AZ,86515,-1,McKinley County
90CI010073,6,navajo_nation_tribal_government_the_az,Nenahnezad,1600 W Upper Fruitland #N367,NA,Fruitland,NM,87416,-1,36.717349146161,-108.305113660513,San Juan County,13,Closed,(928)357-6730 - 2509,(505) 960-4068,200,The Navajo Nation Tribal Government,"Morgan Blvd, 1st Floor, Education Building",NA,Window Rock,AZ,86515,-1,McKinley County
02CH012553,1,fulmont_community_action_agency_inc_ny,Fulmont OESJ Head Start,6486 State Highway 29,NA,Saint Johnsville,NY,13452,2702,43.0609692,-74.6631817,Montgomery County,14,Open,(518)842-8225,(518) 568-7331,000,"Fulmont Community Action Agency, Inc.",20 Park St,NA,Fonda,NY,12068,4830,Montgomery County
02CH012553,1,fulmont_community_action_agency_inc_ny,Gloversville-McNab,230 W Fulton St,NA,Gloversville,NY,12078,2720,43.0504228,-74.357867100000007,Fulton County,62,Open,(518)842-8225,(518) 775-5754,000,"Fulmont Community Action Agency, Inc.",20 Park St,NA,Fonda,NY,12068,4830,Montgomery County
02CH012553,1,fulmont_community_action_agency_inc_ny,Johnstown,305 Jansen Ave,NA,Johnstown,NY,12095,1913,43.0121052,-74.3635814,Fulton County,16,Open,(518)842-8225,(518) 500-4487,000,"Fulmont Community Action Agency, Inc.",20 Park St,NA,Fonda,NY,12068,4830,Montgomery County
02CH012553,1,fulmont_community_action_agency_inc_ny,Amsterdam,208 Truax Rd,NA,Amsterdam,NY,12010,7146,42.9271813,-74.1484938,Montgomery County,90,Open,(518)842-8225,(518) 842-8225,000,"Fulmont Community Action Agency, Inc.",20 Park St,NA,Fonda,NY,12068,4830,Montgomery County
04CH012535,1,coastal_plain_area_economic_opportunity_authority_inc_ga,LANIER HEAD START,104 S Oak St,NA,Lakeland,GA,31635,6460,31.0341845,-83.0696519,Lanier County,34,Open,(229)244-5883 - 222,(229) 482-3467,000,"Coastal Plain Area Economic Opportunity Authority, Inc",1810 W Hill Ave,Unit B2,Valdosta,GA,31601,5154,Lowndes County
